,ORF,R value,P value,Bon,BH
783,YPL245W,-0.24504801603220192,0.04400164748278777,300.97126878226834,0.383891924467179
784,YGR110W,0.24501322949990192,0.04403262010767284,301.1831215364822,0.3836727662885123
785,YML126C,0.24498535938590632,0.04405744758503998,301.3529414816735,0.38340068890798157
786,YGL186C,-0.2448763227021476,0.04415469148364345,302.01808974812116,0.3837586909124792
787,YDR264C,-0.24484219085533757,0.04418516817553961,302.22655032069093,0.3835362313714352
788,YKL209C,-0.24479486803814401,0.04422745192255879,302.5157711503021,0.38341669347313323
789,YDL021W,0.24475736574502094,0.04426098455673587,302.74513436807337,0.38322168907351056
790,YER035W,-0.24472511039639658,0.04428984240783527,302.9425220695932,0.3829867535645932
791,YPL085W,-0.24447538322957998,0.044513790897255386,304.4743297372268,0.384437285021751
792,YML116W,-0.24431640997054427,0.04465683939636651,305.4527814711469,0.3851863574667679
793,YBR176W,0.24418691393495798,0.04477364329555767,306.25172014161444,0.3857074560977512
794,YDR012W,-0.24406612546280165,0.04488281989691737,306.9984880949148,0.38616162024517586
795,YER084W,-0.24376922830287004,0.045152107627772727,308.8404161739654,0.38799047258035857
796,YLR378C,-0.2433866968854589,0.045501026741771346,311.227022913716,0.39049814669224087
797,YBR158W,-0.24334510851599725,0.045539094256229096,311.48740471260703,0.39033509362482083
798,YFR014C,0.24331001535305422,0.045571236840496535,311.70725998899627,0.3901217271451768
799,YDR525W-A,-0.24316999290359287,0.04569967241444126,312.5857593147782,0.3907321991434728
800,YNL061W,-0.2431615937340091,0.04570738601465935,312.63852034026996,0.3903102625970911
801,YIL069C,-0.24311532562300867,0.04574989677686424,312.92929395375137,0.3901861520620341
802,YBR031W,-0.24300572820522262,0.04585072384510388,313.6189511005105,0.3905590922795897
803,YBR009C; YNL030W,0.24296982053032287,0.045883797816014364,313.84517706153827,0.3903546978377342
804,YFR046C,-0.24288903614524415,0.04595827876908373,314.3546267805327,0.3905026419633947
805,YJL180C,0.24287893701656196,0.04596759687676665,314.4183626370839,0.3900972241154887
806,YER053C,0.24284587920115003,0.04599810902405956,314.6270657245674,0.3898724482336647
807,YHR133C,-0.2427423917870353,0.046093734996005796,315.28114737267964,0.3901994398176728
808,YPR030W,0.24262334616320255,0.046203939534120476,316.03494641338403,0.3906488830820569
809,YLR084C,-0.24248312111127734,0.04633402852635415,316.9247551202624,0.3912651297781017
810,YOL129W,-0.24245104905447998,0.04636382457387493,317.1285600853045,0.39103398284254565
811,YNL177C,0.24243814677461623,0.046375815681668424,317.21057926261204,0.39065342273720693
812,YHL034C,0.24225555291375175,0.04654578823983865,318.37319156049637,0.39160294164882703
813,YAL005C,-0.24222058654005155,0.04657839603144929,318.5962288551131,0.391395858544365
814,YLR291C,-0.24221498114032017,0.046583625077517614,318.6319955302205,0.39095950371806193
815,YCR071C,0.24216249065570444,0.04663261471308808,318.9670846375225,0.39089103509500306
816,YDR342C,0.24191800768853378,0.04686135038751626,320.53163665061123,0.39232758463967105
817,YGL048C,0.24169592310375626,0.04706992903320535,321.9583145871246,0.39359207162240173
818,YPL227C,-0.24167756056213405,0.0470872089644807,322.076509317048,0.39325581113192676
819,YJL217W,0.2416643327553904,0.04709966012245062,322.16167523756224,0.39288009175312466
820,YBR091C,0.24154342264440423,0.04721359664441,322.9410010477644,0.3933507929936229
821,YJL200C,-0.24109858576851495,0.04763472819712158,325.8215408683116,0.3963765703994059
822,YPL045W;REV__YDR170C,0.2409701874258946,0.047756856349094115,326.65689742780376,0.3969099604226048
823,YER001W,-0.24090232818056043,0.04782150554946514,327.0990979583416,0.39696492470672523
824,YML049C,-0.24082796185580926,0.047892436527176487,327.58426584588716,0.39707183738895413
825,YMR109W,-0.24079804062108037,0.04792099991196319,327.77963939782825,0.39682765060269765
826,YPL115C,-0.24053906056674648,0.04816881214490422,329.4746750711449,0.3983974305576117
827,YHR021C,-0.24050213120211839,0.048204234565861176,329.71696443049046,0.3982088942397228
828,YJL052W,0.2404655102654736,0.048239382254940594,329.95737462379367,0.3980185459876884
829,YBR171W,-0.24022109477563436,0.048474504020834856,331.56560750251043,0.3994766355451933
830,YPL028W,0.24001420078288319,0.048674265132599266,332.931973506979,0.4006401606582178
831,YNL280C,-0.23983777151127217,0.0488451448347888,334.1007906699554,0.40156345032446567
832,YIL018W,-0.23982344968155767,0.048859037736629404,334.1958181185451,0.40119545992622463
833,YLR060W,-0.2395962212800712,0.04907989477130588,335.7064802357322,0.402525755678336
834,YLL008W,-0.23954221533114933,0.04913250664121463,336.0663454259081,0.4024746651807282
835,YOR019W,0.23950766546572347,0.04916618890303233,336.29673209674115,0.40226881829753725
836,YKL184W,-0.2394170183935737,0.04925464967925039,336.9018038060727,0.4025111156583903
837,YML052W,-0.23926800238111387,0.04940035513262818,337.89842910717675,0.403220082466798
838,YNL115C,0.23914853536807867,0.04951742304007887,338.69917359413944,0.40369388986190635
839,YER168C,-0.23868047367506792,0.049978277641267874,341.85141906627223,0.40696597507889554
840,YLR275W,0.2386638365566327,0.04999472302428175,341.9639054860872,0.4066158210298302
841,YBR155W,-0.2386153325423857,0.05004269335104984,342.2920225211809,0.4065225920679108
842,YOR356W,0.23840610119409342,0.05025005479276063,343.7103747824827,0.40772286451065565
843,YJL207C,-0.2382980378405247,0.05035742760754863,344.4448048356326,0.4081099583360576
844,YOR293W,-0.23818592546342618,0.05046902203769262,345.20811073781755,0.4085303085654646
845,YDL217C,0.23792461997351275,0.0507299062924505,346.9925590403614,0.410156689173004
846,YDR494W,0.23768107236943142,0.05097405401991112,348.66252949619206,0.4116440726047132
847,YDL057W,0.23758480222224984,0.05107082612270446,349.3244506792985,0.4119392107067199
848,YMR015C,-0.23748394650353707,0.051172368863384166,350.0190030255477,0.4122720883693141
849,YLR325C,0.23745570757273246,0.051200829731368455,350.21367536256025,0.4120160886618356
850,YBL040C,-0.23684303843467758,0.05182150863322179,354.45911905123705,0.4165207039379989
851,YIL161W,-0.23681398961599956,0.051851089268999076,354.6614505999537,0.4162693082159081
852,YJL033W,-0.23662776698173685,0.05204104921597225,355.9607766372502,0.41730454470955475
853,YGR076C,0.2365279901095557,0.0521430622770102,356.6585459747498,0.4176329578158663
854,YLR064W,-0.23629340588338182,0.05238354777000005,358.3034667468004,0.4190683821600004
855,YMR128W,-0.236285512915752,0.052391655024316135,358.35892036632237,0.4186435985587878
856,YKL024C,0.23622660225027423,0.052452197439146045,358.77303048375893,0.4186383086158214
857,YNL074C,-0.23605510131473198,0.05262877414703478,359.9808151657179,0.41955805963370385
858,YMR292W,-0.23586067398454247,0.052829542619532585,361.3540715176029,0.42066830211595213
859,YBR049C,-0.235401300166627,0.053306383628193864,364.61566401684604,0.4239717023451698
860,YLR449W,-0.23539720396076816,0.05331065133420384,364.6448551259543,0.42351318829959844
861,YPL156C,0.2353743466368409,0.053334470768966295,364.80778005972945,0.42321088173982535
862,YIL120W,0.2350378691329564,0.053686117318388675,367.21304245777856,0.4255075810634746
863,YPR033C,-0.23502876279150967,0.053695660412016386,367.27831721819206,0.42509064492846305
864,YPL123C,0.2348841287644526,0.053847416889035764,368.3163315210046,0.4257992271919128
865,YGL196W,0.23468612304459155,0.05405574038762401,369.7412642513482,0.42695296102927044
866,YDR071C,0.234584191030424,0.054163239884926065,370.47656081289426,0.42730860532052395
867,YIL051C,0.23448386221811543,0.054269218756725336,371.2014562960013,0.4276514473456236
868,YLR073C,-0.23436035464828056,0.05439991378043604,372.09541025818254,0.4281880440255265
869,YPL155C,-0.23427533025325042,0.05449003513176841,372.7118403012959,0.4284044141394206
870,YKL193C,0.23425930803433445,0.05450703145209186,372.8280951323083,0.42804603344696707
871,YPR159W,-0.23421024880725946,0.054559100199182295,373.1842453624069,0.42796358413120056
872,YBR208C,-0.2342032961673069,0.05456648262451357,373.23474115167284,0.42753120406835377
873,YDR135C,-0.2339347180860406,0.05485228686794355,375.1896421767339,0.42927876679260174
874,YOR259C,0.2339035909798267,0.05488548913185977,375.4167456619208,0.4290477093279095
875,YNL110C,-0.2337767123473915,0.055020995833479705,376.3436115010012,0.42961599486415664
876,YPL230W,0.23367780330266827,0.05512681985622914,377.0674478166073,0.42995147983649634
877,YKR085C,0.2334838004823694,0.05533486733450438,378.4904925680099,0.4310825655672095
878,YLR409C,-0.23348284565855182,0.05533589286072636,378.4975071673683,0.4306001219196454
879,YOR211C,0.23344253634028106,0.05537920110639449,378.79373556773834,0.4304474267815208
880,YGR049W,0.23301855216209008,0.05583640268318666,381.92099435299673,0.43350850664358315
881,YBL054W,-0.23300019740196226,0.05585626462244471,382.0568500175218,0.4331710317658977
882,YKL093W,0.23264107985205135,0.056246028782043676,384.72283686917876,0.4356997020036
883,YOR276W,-0.2321339926014576,0.056800154892867695,388.51305946721504,0.439494411162008
884,YNL268W,-0.23198685264738889,0.05696177208541013,389.6185210642053,0.44024691645672914
885,YHR016C,0.2317672997672013,0.057203621768607237,391.2727728972735,0.4416171251662229
886,YJR015W,-0.23172277815300993,0.057252766412329945,391.60892226033684,0.44149822126306293
887,YDR422C,-0.23160996484732244,0.05737744762760066,392.4617417727885,0.4419614209153024
888,YKL065W-A,0.23144031643317117,0.057565358196783274,393.7470500659976,0.4429100675658016
889,YDR331W,-0.2313836276619672,0.05762826066269673,394.17730293284563,0.4428958459919614
890,YGR194C,0.23133068544630897,0.057687056315425006,394.57946519750703,0.44285012929013134
891,YMR163C,-0.2312099300875528,0.05782134502390941,395.4979999635404,0.4433834080308749
892,YCR065W,-0.2310755219278738,0.057971115054404956,396.5224269721299,0.44403407275714435
893,YBR023C,-0.23102584318602182,0.058026551375649674,396.9016114094438,0.4439615340150378
894,YGR061C,-0.2309113977037145,0.058154424452512614,397.7762632551863,0.4444427522404316
895,YML093W,-0.23078674240907912,0.058293965409397415,398.7307234002783,0.44501196808066773
896,YDR363W-A,-0.23071579245179105,0.058373509108686175,399.2748023034134,0.4451224105946638
897,YGR103W,-0.23062604967975972,0.05847424803763215,399.9638565774039,0.44539404964076157
898,YIL140W,-0.23059918583189334,0.05850443092672385,400.1703075387911,0.44512826200088
899,YOL080C,-0.23029792240144523,0.05884378223669626,402.4914704990024,0.4472127449988915
900,YOR362C,0.22980052009916366,0.059407562760021834,406.34772927854937,0.45099636989850095
901,YML010W,-0.2295237218587077,0.059723191212327637,408.50662789232103,0.4528898313662096
902,YOR228C,0.22946775508485212,0.059787174072641724,408.9442706568694,0.4528729464638642
903,YMR117C,-0.22919563451109878,0.06009906238952193,411.07758674433,0.4547318437437279
904,YNL016W,-0.2291746137775447,0.06012320983348189,411.24275526101616,0.4544118842663162
905,YNL162W,-0.22889123725674568,0.060449504745887506,413.47461246187055,0.45637374443915074
906,YMR058W,-0.22888243970265634,0.060459657626102066,413.54405816253814,0.4559471424063265
907,YKL091C,0.22886802753510316,0.06047629307512089,413.65784463382687,0.4555703134733776
908,YBL028C,-0.22872278767713025,0.060644145217276985,414.8059532861746,0.45633218183297536
909,YIL127C,-0.228636577287834,0.060743955895600686,415.4886583259087,0.4565809432152843
910,YML026C,0.22852472729032758,0.06087364915811041,416.3757602414752,0.45705352386550513
911,YGR250C,0.22808550757776075,0.06138510675850692,419.8741302281873,0.4603883006888019
912,YLR167W,0.22804940049725314,0.061427306498812125,420.16277645187495,0.4602001932660186
913,YER056C,-0.22798829019242203,0.061498781943357735,420.6516684925669,0.46023158478399007
914,YER074W-A,0.22797481708103112,0.061514549325378344,420.75951738558786,0.45984646708807414
915,YGR201C,0.2277144651618646,0.061819877939244164,422.8479651044301,0.4616244160528713
916,YMR313C,-0.22763500079404517,0.06191331376677916,423.48706616476943,0.4618179565591815
917,YIL074C,-0.22759494540429728,0.06196045497831413,423.80951205166866,0.4616661351325367
918,YBR247C,-0.227465340428927,0.062113186044323,424.8541925431693,0.4623005359555705
919,YPR172W,0.22734006413104046,0.06226110516301061,425.86595931499255,0.46289778186412234
920,YOL038W,0.22727610977328536,0.06233672852867582,426.3832231361426,0.46295681122273896
921,YOR340C,-0.22715225838590752,0.06248338871322496,427.38637879845874,0.46354271019355614
922,YGR178C,-0.22708173063001547,0.0625670295627236,427.9584822090294,0.4636603274204002
923,YMR183C,0.22695892780343088,0.06271288076579844,428.9561044380613,0.4642382082663001
924,YKL077W,-0.22672275152749302,0.06299415609266995,430.88002767386246,0.4658162461339054
925,YDR247W,-0.22664169197417824,0.06309092890519617,431.5419537115418,0.46602802776624386
926,YGR105W,-0.2266179650937982,0.0631192779040182,431.73586086348445,0.46573447773838667
927,YCR082W,-0.22661319139411049,0.06312498278776763,431.77488226833054,0.4652746576167355
928,YFR045W,0.2263692369897158,0.06341707907124017,433.77282084728273,0.4669244573167737
929,YNL300W,-0.2262652569705556,0.06354190966088231,434.62666208043504,0.46734049686068285
930,YHR215W,-0.22586042488128374,0.06402981117707594,437.9639084511995,0.47042310252545594
931,YIL162W,0.22581153962879355,0.06408893139330724,438.3682907302215,0.4703522432727698
932,YJR021C,-0.2257254482882773,0.06419315448644813,439.08117668730523,0.47061219366270657
933,YOR134W,0.2256641763877948,0.06426741414376436,439.5891127433482,0.4706521549714649
934,YJL010C,-0.22552884231281406,0.06443168041565017,440.7126940430472,0.47135047491234994
935,YCL033C,0.22545287887463733,0.06452403184544156,441.34437782282026,0.4715217711782268
936,YHR100C,0.22531774412883054,0.06468858372962667,442.46991271064644,0.47221975742865147
937,YMR215W,-0.2252121201408647,0.06481743616083453,443.3512633401082,0.4726559310662134
938,YOR025W,-0.2252094678854411,0.06482067435147969,443.37341256412105,0.4721761582152514
939,YGR245C,-0.22493783260435343,0.06515301043309028,445.6465913623375,0.4740921184705718
940,YIL078W,-0.22493008149972715,0.0651625137438475,445.7115940079169,0.4736573793920477
941,YPL151C,-0.22482608180464592,0.06529013156547511,446.58449990784976,0.47408121009325876
942,YOL130W;YFL050C,0.22475750295562882,0.06537439465718997,447.1608594551794,0.4741896706841775
943,YML059C,-0.22470786962902342,0.06543543394693767,447.57836819705363,0.47412962732738734
944,YNL287W,-0.2246380978043682,0.06552131727793892,448.1658101811022,0.4742495345831769
945,YLR393W,0.22443782446427601,0.06576834161986186,449.85545667985514,0.4755343093867391
946,YBR250W,-0.22421231617743606,0.0660473887796686,451.76413925293326,0.4770476655258007
947,YIL023C,-0.22417007348915197,0.06609976632936337,452.1224016928455,0.4769223646549003
948,YLR221C,-0.22409907136771318,0.06618787860514108,452.725089659165,0.4770548889980664
949,YPR026W,0.224041388796667,0.06625953115865447,453.2151931251966,0.47706862434231223
950,YPL113C,0.2237124160019512,0.06666937123577303,456.01849925268755,0.4795147205601341
951,YPL273W;YMR321C,0.22360842344738696,0.0667993504267475,456.90755691895293,0.47994491272999257
952,YDR211W,-0.22358024425329173,0.06683460638444126,457.14870766957824,0.47969434173093206
953,YML118W,0.22357207628626513,0.06684482840628865,457.2186262990144,0.47926480744131483
954,YBR126C,0.22349014467651343,0.06694743351469759,457.92044524053154,0.47949784841940474
955,YMR175W,0.2234531091711639,0.0669938556067365,458.23797235007765,0.4793284229603323
956,YLR179C,-0.22312991196789606,0.0674000663087437,461.01645355180693,0.48173088145434373
957,YPL256C,-0.22303600806967278,0.06751846003305141,461.82626662607163,0.48207334720884304
958,YBR078W,0.22299343191463436,0.06757219496354143,462.19381355062336,0.48195392445320473
959,YKR007W,-0.22299089057495183,0.06757540344925805,462.2157595929251,0.48147474957596365
960,YKL104C,0.22291794338791965,0.0676675527650521,462.8460609129563,0.48162961593439785
961,YOR283W,-0.22288818556108905,0.06770517283510355,463.10338219210826,0.48139644718514374
962,YHR049W,-0.22283552779333787,0.06777178437347595,463.5590051145755,0.48136968340038994
963,YNL153C,-0.2228139752616936,0.06779906329137989,463.7455929130384,0.48106389306331787
964,YDR165W,-0.22271321319642887,0.06792671435358574,464.61872617852646,0.4814701825684212
965,YJL088W,0.2226911293070405,0.06795471725411922,464.81026601817547,0.4811700476378628
966,YDL082W,-0.22265710275800885,0.06799788188906758,465.10551212122226,0.48097777882236015
967,YDR432W,-0.22244476636161395,0.06826774073113198,466.95134660094277,0.4823877547530401
968,YML097C,-0.22191151772498355,0.06894924179916004,471.61281390625464,0.486700530347012
969,YIL090W,-0.22188276332828813,0.0689861450319614,471.865232018616,0.4864590020810474
970,YGL089C,-0.22174118884391578,0.06916807219135587,473.1096137888742,0.48723956105960264
971,YOL045W,-0.22174014593555824,0.06916941378485664,473.1187902884194,0.48674772663417637
972,YPL140C,-0.221706307435831,0.06921295483967438,473.41661110337276,0.4865535571463235
973,YNL252C,0.22167429549563444,0.06925416584666658,473.6984943911994,0.4863434233995887
974,YPR166C,0.22166372711711385,0.06926777551517109,473.79158452377027,0.48594008669104644
975,YLR108C,-0.22165698226498523,0.06927646247294794,473.8510033149639,0.4855030771669712
976,YLR367W,-0.2214794943899908,0.06950537036753322,475.41673331392724,0.4866087342005396
977,YKR088C,-0.2214499516554094,0.06954353076813707,475.67775045405756,0.4863780679489341
978,YPR162C,-0.2214306474867466,0.06956847507378947,475.8483695047199,0.48605553575558724
979,YDL104C,0.221216342006766,0.06984587700927267,477.74579874342504,0.4874957130034949
980,YOL084W,0.2209749230263353,0.07015943707434075,479.8905495884907,0.4891850658394401
981,YLR348C,0.2208080222440079,0.07037687037777998,481.3777933840151,0.49020141892465896
982,YPR016C,-0.22069244790892287,0.07052775339669619,482.4098332334019,0.4907526279078351
983,YGL238W,-0.22066248420366688,0.07056691349038192,482.67768827421236,0.490526105969728
984,YAL026C,-0.22055264421735427,0.07071061433874554,483.66060207701946,0.4910259919563649
985,YBR238C,-0.22055075484826414,0.07071308820181951,483.67752330044544,0.4905451554771252
986,YDL123W,-0.22052511997426405,0.07074666031790226,483.9071565744515,0.4902808070663136
987,YPR163C,-0.22043141510925723,0.07086948738933213,484.7472937430318,0.4906349126953763
988,YPL212C,-0.22010901798543633,0.0712933867713367,487.64676551594306,0.4930705414721366
989,YOL120C,0.2200815365911679,0.07132961401427762,487.8945598576589,0.492822787735009
990,YOR247W,-0.21996130551812043,0.07148828152546419,488.97984563417504,0.4934206313160192
991,YKL128C,-0.21993705546042255,0.07152031825695318,489.19897687755974,0.4931441299168949
992,YPR114W,-0.21987742409050967,0.07159914609730764,489.73815930558425,0.4931904927548683
993,YPL047W,-0.2198148787779533,0.07168190065348076,490.3042004698084,0.4932637831688213
994,YOR273C,-0.21981413964589522,0.07168287906674496,490.31089281653556,0.4927747666497845
995,YPL203W,0.21973104682027478,0.07179293992802549,491.06370910769436,0.49303585251776544
996,YOR266W,0.21963015251468185,0.07192676157601924,491.9790491799716,0.49345942746235866
997,YHR071W,-0.21960401946754216,0.07196145579848408,492.2163576616311,0.4932027631880071
998,YNL308C,-0.2194802938199227,0.07212589575544959,493.34112696727516,0.49383496192920434
999,YFL044C,0.21945643174143242,0.07215764466884873,493.55828953492534,0.4935582895349253
1000,YDL029W,0.21924754272166733,0.07243605280781165,495.4626012054317,0.49496763357185986
1001,YGL055W,-0.2192236684438928,0.07246792718127687,495.6806219199338,0.4946912394410517
1002,YJL118W,-0.21910766831244016,0.07262295782096273,496.7410314953851,0.4952552656982902
1003,YLR406C,0.21910658801913008,0.07262440284561408,496.75091546400034,0.49477182815139475
1004,Q0255,0.21893417589806213,0.07285532002789916,498.3303889908302,0.49585113332420916
1005,YER110C,-0.2189003096907938,0.07290074705150118,498.64110983226806,0.49566710718913326
1006,YOR270C,-0.21882477033841669,0.07300215466218749,499.3347378893624,0.49586369204504704
1007,YKR025W,-0.2186203317127609,0.0732771684425399,501.2158321469729,0.49723792871723504
1008,YKL171W,0.2183556008138758,0.07363451788104673,503.66010230635965,0.49916759396071325
1009,YKL046C,-0.21823296592942767,0.07380052890212473,504.7956176905331,0.49979764127775556
1010,YLL031C,-0.21805650515671451,0.07403992856263683,506.4331113684359,0.5009229588214005
1011,YDR395W,-0.21801905714801995,0.0740908129700935,506.7811607154395,0.5007718979401576
1012,YMR271C,0.21799827118521517,0.07411906901606237,506.9744320698666,0.5004683436030273
1013,YOR272W,-0.21798274353252522,0.07414018262905973,507.1188491827686,0.5001172082670302
1014,YPL204W,-0.21797131737578668,0.07415572232987151,507.2251407363211,0.4997292026958829
1015,YLR336C,-0.21788310491043256,0.07427577983366716,508.0463340622834,0.5000456043920112
1016,YBR160W,0.2178279173089726,0.07435096925356542,508.5606296943875,0.5000596162186701
1017,YDL127W,-0.21779765694133327,0.07439222277015511,508.84280374786096,0.4998455832493722
1018,YBR130C,-0.21744696567156224,0.07487164927975129,512.1220810734989,0.5025731904548566
1019,YOR060C,-0.21734212189419452,0.07501545787393837,513.1057318577384,0.5030448351546455
1020,YJL189W,-0.21726937008183606,0.07511537709251592,513.7891793128089,0.5032215272407531
1021,YDR379C-A,0.21705539912187613,0.07540986579289273,515.8034820233863,0.5047000802577165
1022,YJL080C,-0.2170470446038559,0.07542138278513538,515.882258250326,0.5042837324050108
1023,YNR062C,-0.21701676260099356,0.0754631393317206,516.1678730289689,0.5040701885048524
1024,YFR032C-A,-0.21698547859366296,0.07550629692472444,516.4630709651151,0.5038664106976732
1025,YBL004W,-0.2165206446834232,0.07614987656522644,520.8651557061488,0.5076658437681763
1026,YBR029C,0.21640121276433819,0.07631593838257808,522.0010185368341,0.5082775253523214
1027,YGL219C,-0.21630159720569517,0.07645466752129845,522.9499258456814,0.5087061535463827
1028,YDR054C,-0.21619632120407117,0.07660149794003532,523.9542459098416,0.509187799718019
1029,YML060W,-0.2161871762346194,0.07661426319735966,524.0415602699401,0.5087782138543108
1030,YBL098W,0.21612378390136505,0.07670279772304968,524.6471364256598,0.5088721012858001
1031,YGL129C,0.21602109240039058,0.07684639086736324,525.6293135327645,0.5093307301674075
1032,YDR381C-A,0.21589706540635636,0.07702010268766855,526.8175023836529,0.5099879016298673
1033,YHR123W,-0.21575992199533098,0.07721254919133971,528.1338364687637,0.510767733528785
1034,YPL274W,-0.21573844793856042,0.07724271729703895,528.3401863117464,0.51047360996304
1035,YCL030C,-0.2156083957536888,0.07742562334068312,529.5912636502726,0.5111884784269041
1036,YGR014W,-0.21557926037594433,0.07746664670989056,529.8718634956515,0.5109661171607054
1037,YMR250W,0.2155288433926698,0.07753767600108877,530.3577038474472,0.5109419112210474
1038,YGL006W,0.21532712405519464,0.0778223842911346,532.3051085513606,0.5123244548136291
1039,YBR017C,-0.21531958486433228,0.07783304126820777,532.3780022745411,0.5119019252639818
1040,YBL071W-A,-0.21515896952484118,0.07806035408305338,533.9328219280851,0.5129037674621375
1041,YNL143C,-0.21510334349301252,0.07813920250329183,534.4721451225162,0.512929121998576
1042,YOL052C,-0.21471182316109763,0.07869596572791754,538.280405578956,0.516088595952978
1043,YKL096W,-0.21459815325157214,0.07885819987397992,539.3900871380226,0.5166571715881443
1044,YEL063C,-0.21411531631685268,0.07955028859177495,544.1239739677407,0.5206927980552543
1045,YPR074C,-0.21397585644796194,0.07975108298711217,545.4974076318473,0.5215080378889554
1046,YEL034W,-0.2139535361216223,0.07978325713663088,545.7174788145552,0.5212201325831473
1047,YLR009W,0.2138860862276411,0.07988054698544582,546.3829413804494,0.5213577684927952
1048,YER062C,-0.21387662201614122,0.07989420571437669,546.4763670863366,0.5209498256304448
1049,YBR121C,-0.2138140981345706,0.07998448664027966,547.0938886195129,0.5210417986852504
1050,YOL019W,-0.21357433672901494,0.0803314395419669,549.4670464670536,0.5228040404063308
1051,YNL053W,-0.21355487579183305,0.08035965332159395,549.6600287197026,0.5224905215966755
1052,YDR393W,0.21326982541665498,0.08077381121110892,552.4928686839851,0.5246845856448101
1053,YDR103W,-0.2132197488608835,0.08084674344463848,552.9917251613272,0.5246600807982231
1054,YNL036W,0.2131968174593854,0.08088015850930502,553.2202842036463,0.5243794163067738
1055,YER056C-A;YIL052C,0.2128284620133885,0.08141841977239271,556.9019912431661,0.5273693098893618
1056,YNR050C,-0.21264958224748598,0.08168083123719509,558.6968856624144,0.5285684821782539
1057,YIL143C,-0.21260612347629115,0.08174468511430295,559.1336461818322,0.528481707166193
1058,YOL053W,0.2125601436925976,0.08181228617739976,559.5960374534144,0.5284192988228653
1059,YHR197W,-0.2123214855884863,0.08216388168495566,562.0009507250967,0.5301895761557516
1060,YLR435W,-0.2121938962526386,0.08235233912467482,563.2899996127758,0.5309048064210893
1061,YJL050W,-0.2121762568283751,0.08237842057916156,563.4683967614651,0.5305728783064643
1062,YHR011W,0.21215664819452704,0.08240742136385767,563.6667621287864,0.5302603594814548
1063,YDL189W,-0.21205745133307974,0.08255425553211325,564.6711078396546,0.5307059284207281
1064,YLL010C,-0.21195323544874176,0.08270874212915158,565.7277961633968,0.5311998086041284
1065,YOR234C,-0.21181466961370482,0.0829145025384115,567.1351973627346,0.5320217611282689
1066,YDL111C,-0.21164376795719184,0.08316883727009501,568.8748469274499,0.5331535585074507
1067,YDR257C,-0.21154767034826205,0.08331212010521488,569.8549015196697,0.5335720051682301
1068,YPL240C,-0.21152302504561699,0.08334889804227258,570.1064626091444,0.5333081970151023
1069,YDR090C,-0.21118226123421027,0.083858734584762,573.5937445597722,0.5360689201493198
1070,YPL048W,0.21092932378472012,0.08423876162504187,576.1931295152864,0.5379954523952254
1071,YDR161W,-0.21091889078593673,0.08425446592616577,576.3005469349739,0.537593793782625
1072,YHR033W,0.21053286191441256,0.08483716619554399,580.2862167775208,0.5408072849743903
1073,YDL070W,-0.21051649505837636,0.08486194172286048,580.4556813843657,0.5404615282908433
1074,YDR064W,0.21051185763559122,0.08486896271742479,580.5037049871855,0.5400034464997074
1075,YGR092W,-0.21040476336323424,0.0850312297173518,581.6136112666863,0.5405330959727568
1076,YPR133W-A,0.21033086272748963,0.08514334528146815,582.3804817252421,0.5407432513697699
1077,YDR226W,-0.21013502025581876,0.08544102519283739,584.4166123190078,0.542130438143792
1078,YPR137W,-0.21009402368658714,0.08550344376425253,584.8435553474874,0.5420236842886815
1079,YGR295C,-0.2099931203922032,0.08565722561653885,585.8954232171258,0.5424957622380794
1080,YGL057C,0.20971415434948476,0.08608352107413915,588.8112841471118,0.5446912896828047
1081,YGL049C,-0.20971320463212903,0.08608497521745842,588.8212304874156,0.5441970706907723
1082,YOR264W,-0.20968175728304153,0.08613313623362588,589.1506518380011,0.5439987551597425
1083,YLR443W,0.20947171377427515,0.08645535947768268,591.3546588273496,0.5455301280695106
1084,YDL208W,-0.209466791765227,0.08646292161559944,591.4063838507002,0.5450750081573273
1085,YBR090C,-0.20936676812670543,0.08661671028473437,592.4582983475831,0.5455417111856198
1086,YJL155C,0.20935434822756052,0.08663582122026577,592.5890171466178,0.5451600893713135
1087,YHR106W,0.20922078493159713,0.0868415500617294,593.9962024222291,0.5459523919321958
1088,YBR022W,0.2091898540567616,0.08688924809459413,594.3224569670239,0.5457506491891863
1089,YCR031C,-0.20905360458859193,0.08709960235803937,595.7612801289894,0.546569981769715
1090,YLR163C,0.20901479305463833,0.08715959654745328,596.1716403845804,0.5464451332580939
1091,YGR241C,-0.20879956323574958,0.08749288662609074,598.4513445224607,0.5480323667788102
1092,YHL001W,0.20860333101730932,0.08779763308644158,600.5358103112604,0.5494380698181706
1093,YOR108W,-0.20846764938275222,0.0880088338430891,601.9804234867294,0.550256328598473
1094,YHR169W,-0.2083016441718537,0.08826778022881884,603.7516167651208,0.5513713395115258
1095,YLR430W,-0.20813810532885405,0.08852346585149912,605.500506424254,0.5524639657155602
1096,YBR142W,-0.20804698903321717,0.0886661748775566,606.4766361624871,0.5528501697014467
1097,YLR048W,-0.20801542370340145,0.08871565565229254,606.815084661681,0.5526549040634617
1098,YDR115W,0.20794323854444471,0.08882889244608638,607.5896243312309,0.5528568010293274
1099,YGL059W,0.2078772946029735,0.08893243807407686,608.2978764266857,0.5529980694788051
1100,YJR070C,-0.20773352821944052,0.0891585103941458,609.8442110959572,0.553900282557636
