,ORF,R value,P value,Bon,BH
1101,YER081W,-0.20767715217306798,0.08924728495895375,610.4514291192436,0.5539486652624714
1102,YML050W,0.2075610022552328,0.08943040387517422,611.7039625061916,0.5545820149648156
1103,YGR090W,-0.2074897522595476,0.08954288096306548,612.4733057873678,0.5547765450972535
1104,YLR427W,-0.20748177851394026,0.08955547544567886,612.5594520484434,0.554352445292709
1105,YLR264W,-0.20740593591552506,0.08967533804795103,613.379312247985,0.5545925065533318
1106,YKL126W,-0.20717671390896933,0.09003837060202302,615.8624549178375,0.556334647622256
1107,YFR051C,-0.20717466934650317,0.09004161388968283,615.8846390054306,0.5558525622792695
1108,YHL035C,-0.20710007528428717,0.09016000521638723,616.6944356800886,0.5560815470514776
1109,YKL100C,0.207069904121175,0.09020792587002227,617.0222129509523,0.5558758675233805
1110,YER042W,0.20701845728521948,0.0902896847145195,617.5814434473133,0.5558788869912811
1111,YIL079C,-0.2070156005248351,0.09029422635887041,617.6125082946736,0.5554069319196705
1112,YNR013C,-0.2069474297201174,0.09040265679742553,618.3541724943906,0.5555742789707013
1113,YIL007C,0.2069437133963313,0.09040857081141843,618.394624350102,0.5551118710503609
1114,YDL083C,-0.2069281396006101,0.0904333576555867,618.5641663642131,0.5547660684880835
1115,YHR199C,0.2068580000407846,0.09054505614726649,619.3281840473028,0.5549535699348591
1116,YLR175W,-0.2068391795965502,0.09057504648283046,619.5333179425604,0.5546403920703317
1117,YLR077W,0.2068357643378075,0.09058048952678426,619.5705483632044,0.5541775924536712
1118,YPR134W,0.20663535189475848,0.09090034583769782,621.7583655298531,0.5556375027076436
1119,YLR166C,-0.20660816784591915,0.09094379958109966,622.0555891347217,0.5554067760131444
1120,YBR028C,-0.2064445305374162,0.09120571898568947,623.847117862116,0.5565094717770883
1121,YOR178C,0.206401974493803,0.09127393157751269,624.3136919901868,0.5564293154992752
1122,YLR312C,0.20607729919675824,0.09179566976234044,627.8823811744086,0.5591116484188856
1123,YKL060C,-0.2060115452265744,0.09190161789366386,628.6070663926607,0.5592589558653566
1124,YDL140C,-0.20598823200897146,0.09193920508279384,628.8641627663098,0.5589903669033865
1125,YOR007C,0.20595767411670435,0.09198849091308967,629.2012778455334,0.5587933195786264
1126,YOL123W,-0.20595118506465263,0.09199895956302119,629.272883411065,0.5583610323079548
1127,YNL093W,0.20593276593381538,0.09202867985020527,629.476170175404,0.5580462501555
1128,YLR001C,-0.2058845603393981,0.0921064979152083,630.0084457400247,0.5580234240389944
1129,YGR257C,-0.20569981760409975,0.09240520555239229,632.0516059783632,0.5593377044056311
1130,YDL224C,-0.20562907711586073,0.09251978578010606,632.8353347359255,0.5595361049831348
1131,YDR500C,-0.20528960861001042,0.09307118345220458,636.6068948130793,0.5623735819903527
1132,YIL087C,0.20518647629618228,0.09323921030431481,637.7561984815134,0.5628916138407002
1133,YJL151C,-0.20515087960122183,0.09329726089000291,638.1532644876199,0.5627453831460493
1134,YKL015W,-0.20514827332440197,0.0933015122822613,638.1823440106673,0.5622751929609403
1135,YKR019C,-0.20514415506581812,0.0933082303482039,638.2282955817147,0.5618206827303827
1136,YGR204W,-0.20506158258837667,0.09344300988633744,639.1501876225481,0.5621373681816606
1137,YGR027C,-0.20494942191961404,0.09362632933583742,640.404092657128,0.5627452483806046
1138,YHR055C;YHR053C,0.2048627892596668,0.09376811772088724,641.3739252108687,0.5631026560235898
1139,YPR041W,-0.20457194674290038,0.09424535958384313,644.638259553487,0.5654721575030588
1140,YDR019C,0.20452717194169365,0.09431899899426599,645.1419531207794,0.5654180132522167
1141,YEL017C-A,-0.20451411621694018,0.09434047973133723,645.2888813623466,0.5650515598619498
1142,YPL086C,-0.2044186930200486,0.09449759699934371,646.363563475511,0.5654974308622144
1143,YDL027C,0.20439270354152778,0.09454042497035806,646.6565067972491,0.5652591842633297
1144,YEL043W,-0.2042687475241552,0.09474490081716685,648.0551215894213,0.5659870057549531
1145,YJL127C,-0.20401720487046546,0.09516090560879381,650.9005943641497,0.5679760858325914
1146,YDR309C,-0.2039937157240444,0.09519982515045136,651.1668040290873,0.5677129939224824
1147,YBL059C-A,0.20399262590870176,0.09520163118522205,651.1791573069189,0.5672292311035879
1148,YGL194C,-0.20392297960387315,0.09531710419928796,651.9689927231296,0.567422970168085
1149,YLR285W,-0.20392245522186855,0.09531797403594035,651.9749424058319,0.5669347325268104
1150,YLR164W,0.20388838804597245,0.09537449744415051,652.3615625179895,0.5667780734300517
1151,YML006C,-0.20382393039453336,0.09548151572272152,653.0935675434152,0.5669214996036591
1152,YBR067C,-0.20376857432977286,0.09557349771087348,653.7227243423746,0.5669754764461185
1153,YLL057C,-0.20370770993199816,0.09567471257330402,654.4150340013995,0.5670840849232232
1154,YGR136W,-0.20368968386680336,0.09570470522836365,654.6201837620074,0.5667707218718678
1155,YJR111C,0.2034656519754258,0.09607807451803918,657.174029703388,0.568489645072135
1156,YML021C,-0.2033053145514745,0.09634598980517671,659.0065702674087,0.5695821696347526
1157,YIL077C,0.20318832266345324,0.09654184528243209,660.3462217318355,0.5702471690257647
1158,YAL022C,-0.2030930796680877,0.09670152072986873,661.4384017923021,0.5706974993893892
1159,YPL145C,-0.20304905658662,0.09677539539640077,661.9437045113813,0.5706411245787769
1160,YPL122C,0.2030366651096247,0.09679619735429648,662.0859899033879,0.5702721704594211
1161,YGL253W,-0.2027126269190473,0.09734141166890299,665.8152558152965,0.5729907537136802
1162,YIR033W,-0.20262066307306123,0.09749658266173311,666.8766254062544,0.5734106839262721
1163,YGL201C,-0.20260633322617425,0.09752077885845693,667.0421273918454,0.5730602469002108
1164,YOR180C,0.2024969603365226,0.09770561140237403,668.3063819922384,0.5736535467744536
1165,YOR388C,0.2024471346051284,0.09778990403660284,668.8829436103634,0.5736560408322157
1166,YPL196W,0.20237303556534958,0.09791536600013138,669.7411034408987,0.5738998315688935
1167,YBR079C,-0.2022735670727899,0.09808398015341721,670.8944242493737,0.5743959111724091
1168,YGL209W,-0.2022373812652041,0.09814537676153615,671.3143770489072,0.5742637955935904
1169,YKL051W,-0.20222645980439954,0.09816391313999834,671.4411658775887,0.5738813383569134
1170,YJL141C,0.202077619038934,0.09841680459404165,673.1709434232448,0.5748684401564857
1171,YJR078W,0.2020674360648056,0.09843412478001504,673.2894134953028,0.5744790217536714
1172,YER072W,-0.20194071844976125,0.09864985733252517,674.7650241544721,0.5752472499185611
1173,YER153C,0.20192852062795555,0.09867064316590544,674.9071992547932,0.574878363930829
1174,YLR002C,-0.20182892798280233,0.0988404829608466,676.0689034521907,0.5753777901720772
1175,YNL231C,-0.20182770037683434,0.09884257787388409,676.0832326573671,0.5749007080419789
1176,YOL011W,-0.20170874370288885,0.09904574208744624,677.4728758781323,0.575592927678957
1177,YOL027C,0.2016058780115704,0.09922168717549038,678.6763402803541,0.5761259255351053
1178,YNL108C,-0.2015175352352409,0.09937298618060407,679.7112254753318,0.5765150343302221
1179,YOR151C,-0.20151637422367422,0.09937497576727403,679.7248342481544,0.5760379951255545
1180,YIL172C,0.20142218455338168,0.09953648892700681,680.8295842607266,0.5764856767660682
1181,YER102W,-0.2014046957575988,0.09956650061311018,681.0348641936736,0.5761716279134295
1182,YHR069C,-0.2013375391182621,0.09968181045471987,681.8235835102839,0.5763512962893356
1183,YGR063C,-0.20129999601295795,0.09974631836201303,682.2648175961691,0.5762371770237915
1184,YKR045C,-0.20125645119443147,0.09982117937054108,682.776866894501,0.5761830100375536
1185,YDL199C,0.20103915062550295,0.10019541086245874,685.3366102992178,0.5778554892910774
1186,YJL212C,-0.2009958769502548,0.10027006640015428,685.8472541770552,0.5777988661980246
1187,YGL016W,-0.20095792311696806,0.10033557983045252,686.2953660402952,0.5776897020541205
1188,YGR007W,-0.20074975902892547,0.10069549214222645,688.7571662528289,0.5792743198089394
1189,YGR123C,-0.20065628540275462,0.10085743318572633,689.8648429903682,0.5797183554540909
1190,YLR340W,0.20064736855750023,0.10087289201477923,689.9705813810899,0.5793203873896641
1191,YNL315C,0.20062858420663116,0.1009054638358648,690.1933726373152,0.5790212857695597
1192,YDR510W,0.20062424352523897,0.10091299168559247,690.2448631294525,0.5785790973423742
1193,YHR046C,-0.20054224227430542,0.10105528494473484,691.2181490219863,0.5789096725477272
1194,YNR043W,0.200388436866702,0.10132259799179734,693.0465702638938,0.5799552889237606
1195,YOR188W,-0.20037492155422976,0.1013461138131327,693.2074184818276,0.5796048649513609
1196,YBR244W,-0.2003728189724865,0.10134977255913288,693.2324443044689,0.5791415574807594
1197,YGR116W,-0.20036065421388646,0.10137094272486935,693.3772482381064,0.5787790052071005
1198,YML110C,0.20030447016611133,0.10146876371588742,694.04634381667,0.5788543317903836
1199,YIL153W,-0.2002815393813266,0.10150870917305387,694.3195707436885,0.578599642286407
1200,YDR099W,0.2001770882904393,0.10169081792069998,695.5651945775878,0.5791550329538616
1201,YBR265W,-0.2001354542524564,0.10176347697578185,696.0621825143478,0.5790866743047819
1202,YOR298C-A,-0.20011860079523852,0.10179290083813781,696.2634417328627,0.5787726032692125
1203,YNR020C,0.20001601409514264,0.1019721461286066,697.4894795196691,0.5793101989366022
1204,YOR109W,-0.19970506348560874,0.10251695647853559,701.2159823131834,0.5819219770233888
1205,YOL119C,-0.19963822012233093,0.10263436631813651,702.0190656160537,0.5821053612073414
1206,YMR090W,0.19957208480810454,0.10275063530308204,702.8143454730812,0.5822819763654359
1207,YAL033W,-0.19951743163319333,0.10284679537215215,703.4720803455207,0.5823444373721197
1208,YCR009C,0.1993893145587313,0.10307248632372851,705.015806454303,0.5831396248588113
1209,YCL025C,-0.19938249124580754,0.10308451705032101,705.0980966241957,0.5827256996894179
1210,YOL065C,0.19937079506322122,0.1031051420593631,705.2391716860436,0.58236100056651
1211,YDR324C,-0.1993666669651005,0.10311242229908502,705.2889685257416,0.581921591192856
1212,YLR206W,-0.19928745271935688,0.10325220049163371,706.2450513627746,0.582230050587613
1213,YDL066W,0.19917269585641473,0.10345495672742686,707.6319040155997,0.5828928369156505
1214,YKL009W,-0.19910490764660574,0.10357487238394927,708.4521271062131,0.5830881704577886
1215,YDR454C,-0.19900492295807728,0.10375193978382828,709.6632681213855,0.5836046612840341
1216,YDR011W,-0.19896381284793532,0.10382481168162558,710.161711902319,0.5835346852114371
1217,YBR037C,0.19891563974869983,0.10391025401053479,710.7461374320579,0.583535416610885
1218,YPL130W,-0.19891181341240535,0.10391704294008203,710.792573710161,0.5830948102626423
1219,YPL109C,0.1987870802766372,0.10413854103669651,712.3076206910041,0.5838587054844296
1220,YNR064C,0.19873021352498602,0.10423964517637177,712.9991730063829,0.5839469066391342
1221,YGR101W,0.19869889269929042,0.10429536340466995,713.3802856879424,0.5837809211848957
1222,YDR170C,-0.198564731675298,0.1045342909219827,715.0145499063617,0.5846398609209826
1223,YDL229W,-0.19838482238262467,0.10485535789672035,717.2106480135672,0.5859564117757902
1224,YJL198W,-0.1983733608620581,0.1048758380676281,717.3507323825762,0.5855924345980213
1225,YLR350W,-0.1982840097370256,0.10503560270600584,718.4435225090799,0.5860061358149102
1226,YBL024W,-0.19826981773413482,0.10506099613484575,718.6172135623449,0.5856701007028076
1227,YBR293W,-0.19824327317414636,0.10510850449345005,718.9421707351984,0.5854577937583049
1228,YNL018C,-0.19821894006293567,0.10515206952593528,719.2401555573973,0.5852238857261166
1229,YER086W,0.19807517559463889,0.10540974549877323,721.002659211609,0.5861810237492756
1230,YLR283W,0.19800715860232182,0.10553182608420873,721.8376904159877,0.5863831766173743
1231,YPL147W,0.1979384421827316,0.1056552733052337,722.6820694077985,0.5865925888050313
1232,YJL221C,0.19792511449567166,0.10567922909448854,722.8459270063016,0.5862497380424182
1233,YDR238C,-0.19789148017501737,0.10573970366574337,723.2595730736846,0.5861098647274592
1234,YBR256C,0.19787073958588716,0.10577700865018626,723.514739167274,0.58584189406257
1235,YJL068C,0.19782145839246182,0.10586568899761524,724.1213127436882,0.5858586672683562
1236,YOR206W,-0.19781819359005462,0.10587156596688303,724.1615112134799,0.585417551506451
1237,YLR061W,-0.1976299414331405,0.10621086635707776,726.4823258824118,0.5868193262378124
1238,YDL145C,-0.19762737111226922,0.10621550485343216,726.514053197476,0.5863713100867441
1239,YDL045C,0.19749270516415085,0.10645874758553367,728.1778334850503,0.5872401882943954
1240,YER187W,-0.1973929934292607,0.1066391314804343,729.4116593261706,0.5877612081596862
1241,YDR424C,0.1971628470606596,0.10705638220187186,732.2656542608036,0.5895858729958161
1242,YDR470C,0.19713036828826208,0.1071153671763764,732.6691114864146,0.5894361315256755
1243,YGR157W,-0.1970372257339196,0.10728466367862732,733.8270995618109,0.5898931668503303
1244,YLR168C,-0.1969011296559787,0.10753240503561494,735.5216504436062,0.5907804421233784
1245,YLR342W,-0.1968918659453099,0.1075492842306709,735.6371041377889,0.5903989599821741
1246,YIL099W,0.19677065288521323,0.10777033272199836,737.1490758184688,0.5911379918351795
1247,YHR002W,0.19675416335381313,0.10780043076189455,737.3549464113587,0.5908292839834605
1248,YPL221W,-0.1966450385291955,0.10799977823860171,738.7184831520357,0.5914479448775306
1249,YDL179W,-0.19661471573367786,0.10805522202280311,739.0977186359733,0.5912781749087787
1250,YBL017C,-0.19658140052877252,0.10811616266054212,739.5145525981081,0.5911387310936116
1251,YNR014W,-0.19657510377109644,0.10812768376349742,739.5933569423223,0.5907295183245386
1252,YEL067C,-0.1963949976911883,0.10845762384913654,741.8501471280939,0.5920591756808411
1253,YHR067W,0.19632956994800269,0.10857767484045538,742.6712959087148,0.5922418627661202
1254,YER050C,0.19617922532401189,0.1088539259345874,744.5608533925778,0.5932755803924923
1255,YIR039C,0.196059129970152,0.10907498542436679,746.0729003026688,0.5940070862282395
1256,YDR504C,-0.19599917734721242,0.10918546992561053,746.828614291176,0.5941357313374511
1257,YLR024C,0.19599533236706265,0.10919255864851891,746.8771011558694,0.5937019882002141
1258,YOR312C,-0.19588443236253975,0.10939717035050865,748.2766451974792,0.5943420533736927
1259,YER054C,0.19588355572723867,0.10939878893105179,748.2877162883942,0.5938791399114239
1260,YBL047C,-0.19538287015610456,0.11032625872280408,754.6316096639799,0.5984390243171926
1261,YBL095W,0.19536939090845834,0.11035131130043747,754.8029692949923,0.5981006095839876
1262,YNL066W,-0.1952880299605938,0.11050262229025092,755.8379364653163,0.5984465055148981
1263,YFL034C-A,-0.19525657502422067,0.11056116348993283,756.2383582711406,0.5982898404043834
1264,YLR020C,-0.19519520588431818,0.11067544729863378,757.0200595226551,0.5984348296621779
1265,YBL038W,0.1951628252937385,0.11073578431484535,757.4327647135422,0.5982881237863682
1266,YGL205W,0.19509089271318733,0.11086991212168633,758.3501989123345,0.5985400149268623
1267,YPL054W,0.194977297303135,0.11108198096462346,759.8007497980245,0.5992119477902401
1268,YBR184W,-0.19480284242283705,0.11140827605444546,762.032608212407,0.6004985092296351
1269,YBL032W,-0.19479462976760628,0.11142365494856268,762.1377998481688,0.6001085038174557
1270,YDL040C,-0.19471724872138974,0.11156863790567434,763.1294832748125,0.6004165879424174
1271,YBL107C,0.19468587716426042,0.11162745781250002,763.5318114375002,0.6002608580483492
1272,YNL021W,0.19458759228435032,0.11181189121234841,764.7933358924631,0.6007803109917228
1273,YHR098C,-0.194555788812314,0.11187162128635196,765.2018895986474,0.6006294266865364
1274,YNL191W,-0.1945038535559632,0.11196921371274875,765.8694217952014,0.6006818994472168
1275,YIL055C,0.1941580634364924,0.11262066736999204,770.3253648107456,0.6037032639582646
1276,YPR110C,-0.1940087326628545,0.11290290101962343,772.2558429742243,0.6047422419531905
1277,YFR023W,-0.1937866276292282,0.11332368428659811,775.1340005203311,0.6065211271677082
1278,YDR079W,0.19360127398939336,0.11367576429749411,777.5422277948597,0.6079298106292883
1279,YNL137C,0.19357851509335938,0.11371905286950676,777.8383216274262,0.6076861887714268
1280,YHR055C,-0.19346500247361093,0.11393514903637335,779.3164194087936,0.6083656669857874
1281,YMR243C,-0.19344099211435586,0.1139808984711166,779.6293455424376,0.6081352149316986
