,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3,Gene name
7391,5.488099167966017e-05,5.0574536062579194e-05,2.371945888979011e-05,,,6.978470961510467e-06,2.2197653971352573e-05,2.682776776547285e-05,4.5388281300258165e-05,1.802147925433815e-05,,1.8770634216542746e-05,5.300906505648124e-05,4.5360384963279854e-05,4.784313095043932e-05,3.195876975369443e-05,5.5031142709042644e-05,4.465224516792827e-05,,,,2.96686003932133e-05,8.867903572669922e-05,2.7792660442840083e-05,1.1367224761719237e-05,1.948565623186517e-05,1.3694017579236984e-05,4.8287246491869024e-05,5.915642793098405e-05,,2.4211908554031833e-05,,9.662013806650793e-06,ATE1
7392,0.0003290750457249235,0.0002836043628267418,6.462756264039538e-05,0.00038924721710067116,0.000354930047177089,0.00018982887575384825,0.00021420474013539526,0.0003390943379791878,0.0001911057427274621,0.0003629421739494151,0.00038089966684526,0.0002447755001758264,0.00040975017191617955,0.0005638618756470148,0.00043481707778837204,0.00042505101039884267,0.000331726014490013,0.000244123338562995,0.00039215580165746127,0.00048019438466340565,2.4242437325437758e-05,0.0008148488540034362,0.0007131961039759273,0.000980724718322902,0.00033020028767632883,0.00030163521061264995,0.00044314502807508136,0.0004002233668461544,0.0006338652478840389,6.830224515611966e-05,0.00023712973991025737,0.00020314102471986813,0.00027493222940078047,ATP5O;ATPO
7393,,7.4604136414720205e-06,,1.0793455772482824e-05,,,,,,,,,1.0150025759987135e-05,,,,,,,,,,,,,,,,,,,,,ATRN;KIAA0548;MGCA
7394,2.5181926402478152e-05,2.774168956173568e-05,5.235398898376931e-05,2.947464046928239e-05,1.815740442328378e-05,2.9921011817788908e-05,4.977291508336806e-05,3.822782051039309e-05,4.9448228538635754e-05,2.5443358441429824e-05,1.2431673423197818e-05,4.473041697652279e-05,2.7284132156172238e-05,2.4759378081557708e-05,2.7100330855717506e-05,7.126939184326625e-05,5.102353346450565e-05,9.637187321743216e-05,7.082615156535826e-05,3.6876787198158645e-05,8.812645115919621e-05,3.8469368673652297e-05,3.8430228087875636e-05,4.466652039654367e-05,3.6838119069168325e-05,3.748064330906054e-05,2.8205050460636546e-05,1.6320311401929704e-05,1.9440836236365012e-05,,4.632634370322794e-05,6.261128813797228e-05,7.429757751404345e-05,BAF45D;DPF2;REQ;UBID4
7395,1.928488042171236e-05,2.9963939224814873e-05,2.3820439888842178e-05,3.550802494349294e-05,3.0952502461444445e-05,8.278874052540446e-05,0.0001292334912883378,9.422595291823045e-05,0.00010952865075973713,3.886345759871789e-05,3.661782904657134e-05,8.631731977567365e-05,9.364856877265798e-06,,1.4503258676616322e-05,9.683359440122477e-05,9.337003700516671e-05,0.0001708304561807672,9.807823561209104e-05,3.475162179734869e-05,0.0001597512560468791,3.3484904071589564e-05,4.91526528124043e-05,1.4101104188278421e-05,3.167739406943801e-05,7.352991034033712e-05,3.497412686328927e-05,1.1951032876416092e-05,2.068887815667909e-05,0.0002924886241283047,6.92243720667341e-05,7.61557393646553e-05,6.431609288463149e-05,BAF47;INI1;SMARCB1;SNF5L1
7396,,,,,,,,,,,,,,,,,,,,,1.869262448263393e-05,,,,,,,,,,,,,BAF47;INI1;SMARCB1;SNF5L1;hCG_41099
7397,8.369951670541625e-05,0.00012965101095377486,0.00010656381926170286,7.979313276660638e-05,5.75786882751723e-05,0.00015358799666070097,0.00010441768901003967,9.359648479011618e-05,9.408919173946202e-05,0.00034801457777815855,0.00022459422901626697,0.00027764633604091915,0.00011224529468347756,7.587710135054827e-05,0.00011019771593818408,5.129854566835688e-05,4.027620390976871e-05,0.00014022979547443723,0.00016737964578829358,0.0002278657630777936,0.0002259005464593671,3.644794601108132e-05,,2.5703609905232036e-05,4.577490454049476e-05,4.91897976936404e-05,5.4253390120958186e-05,0.0001640013568327716,0.00016838598507188646,0.0008909697917381191,0.0002451517653426212,0.0003801890801779211,0.0003038810747620163,BAG2
7398,2.8299381920473848e-05,0.00010059581361226442,,4.918690727547074e-05,7.701295130140058e-05,2.6872698259165006e-05,3.224059715234269e-05,5.9559430744963884e-05,1.271864184416873e-05,,,1.5080680764549089e-05,0.00027474332157927323,0.0004898191176693722,0.00024635738923063535,,,,2.1466272812583766e-05,9.166553492559808e-05,5.646122304893468e-05,,,,,,,2.0226951872353924e-05,2.6698935238646974e-05,0.00020014049960434842,,,,BLOCK25;GALM;hCG_15876;LOC130589
7399,9.587049071320582e-05,6.421062652994599e-05,2.608992179388652e-05,4.860058717543844e-05,6.377298815291534e-05,3.772839025300819e-05,7.245295069514348e-05,6.177980571730386e-05,5.824072033569469e-05,9.371356000425807e-05,0.0001326250598224844,3.060348934777478e-05,8.394737963538038e-05,8.64575116088344e-05,0.00010018843506435806,2.5234985114288987e-05,3.9658887828466126e-05,5.2035208684419563e-05,0.00010488675381689053,3.964432950780448e-05,0.0001293782526854415,9.553204160288302e-05,0.00023108244928506027,0.00018327622098580202,6.855457570891841e-05,9.06091458441299e-05,6.862587281421747e-05,8.550282049640569e-05,9.779821809498901e-05,0.0001974999452482965,6.991478475797031e-05,8.892740900501891e-05,3.0773624749714166e-05,BM-047;MRPS30;PDCD9
7400,3.832189268060662e-05,4.765032943609268e-05,4.3394309011493854e-05,2.8340565793422384e-05,3.803494274228647e-05,2.7186561079165358e-05,0.00015358757278796534,0.00022205294540506744,0.00020698779485143722,6.054042093105548e-05,6.564227025137367e-05,8.666743565033543e-05,0.0001685454932793482,0.00026159638107273593,0.00022704847696549925,0.00010146074639727921,0.00012211092777235713,0.00021696181265767637,0.000147572231496275,0.00015772301746941187,0.0002955924121189434,0.00021209091175757665,0.0003281164182161532,0.00028793345032807093,3.349835242241214e-05,4.6211284071060344e-05,5.653024673929794e-05,0.00010161280522805878,0.0001503519073599715,0.00018855062640651718,7.656125167333337e-05,0.0001166451373587172,8.437924861649736e-05,BPNT1
7401,1.854628589807492e-05,1.1592654897868698e-05,4.5846456801383816e-05,1.4146484116510263e-05,,1.2518787733593752e-05,2.3028734728208833e-05,6.858869474170741e-06,1.174145012877433e-05,4.106553037278789e-06,,,,,,1.0572387021368085e-05,,1.9822996332346223e-05,,,,,,,2.9056509842462867e-06,,,,,,1.586499811941517e-05,1.0192427685920907e-05,1.4274656085782229e-05,C10orf3;CEP55;URCC6
7402,0.00010106736669165806,0.00011472178811710993,0.00018920245934765106,0.00011959265742369178,0.00011429277221060245,0.00010169070908724984,9.577233525009411e-05,0.00011576666923209264,8.21719773558947e-05,0.0001399324494241512,0.00012466989474167663,0.00010187812575535748,0.00011720608091927631,0.00013676681449245183,0.00010886457789692806,0.00013676943501534568,0.00011651411235945963,0.0001300032772650583,,,,9.875112662963606e-05,0.00011320795936208046,9.643976011888682e-05,0.00019787933732471778,0.0003008943524209674,0.00019950091001470755,9.423526173096068e-05,0.00011194145355911171,1.634217961862773e-05,0.00011000869807771847,0.00018164047915387454,0.00018037305196884937,C12orf10;hCG_23362
7403,6.10849116838801e-06,4.082478512103741e-05,,,3.968074037983318e-05,1.0397628005251037e-05,4.750530131912338e-05,0.00010889138914703005,8.952693940003367e-05,,,,,,,4.865607283221229e-05,4.863663622674515e-05,1.2461384617496e-05,,,,,,,,,,7.659482726833332e-06,3.5000878251282284e-05,,1.926571027682601e-06,1.394953204435414e-05,1.294147130580204e-05,C13orf2;KCTD12;KIAA1778;PFET1
7404,,,,1.5536261278087075e-05,1.8442711252910224e-05,2.8689717750130468e-05,,,,,,,,,,,,,,,,,,,,,,,,,6.558567988485068e-06,,4.9526159701365594e-06,C15orf52
7405,0.000376136908134682,0.00042584730931274423,0.0005263174597365105,0.00021215170005510565,0.0003407436465553527,0.0002274800293801435,0.00021789540761129084,0.0003087333449045151,0.0005030402522493581,0.00040326584097924385,0.0004893308454532123,0.0005764650031647071,0.0004720729810755618,0.0004562403919344867,0.0005397399854542337,0.00036001703668424003,0.00021534487028814254,0.00023665533568463387,0.00044570308944552687,0.0005254072692592486,0.0019082851974518522,0.00025989926965955067,0.0003377823571870202,0.0002616972274037865,0.00032667616404165323,0.0004799544651692378,0.0002068001650520075,0.000505373471837689,0.0005222962911692006,0.001973035864195217,0.00023775574782784227,0.00026643645023564,0.0002958207635781897,C19orf1;PEREC1;TOM40;TOMM40
7406,,9.220233244028451e-06,,,,,1.7503023549126192e-05,1.983428449171035e-05,2.9574794648333902e-05,1.0163058752447956e-05,1.6521086033903238e-05,1.3950923160025576e-05,5.097921508524958e-06,,6.340647254540269e-06,,,3.222027928923331e-06,2.8006616493946177e-05,1.0957767392776354e-05,2.9893741965516804e-05,1.0914957753264235e-05,5.8934277277202385e-06,9.239832990838744e-06,1.7515859272738813e-05,1.023300146751806e-05,8.708570681132415e-06,1.1806126740145751e-05,1.3555418865424284e-05,1.2846830069618201e-05,1.0754346495680393e-05,5.8055402297161976e-06,7.297038770442019e-06,C1orf6;UBIN;UBQLN4
7407,3.598437386762416e-05,6.0374689123368885e-05,,3.319659318201554e-05,7.002978077409211e-05,3.1645158530591547e-05,4.2523703085542124e-05,4.7601160216674245e-05,5.788895872704039e-05,3.778204284989021e-05,5.4720567507131875e-05,3.326725343135991e-05,0.00011933838175553551,0.00014149618533455542,8.73159519119591e-05,2.581339058978505e-05,5.427471241378161e-05,4.4766413367804916e-05,2.0556995672699607e-05,7.495732459633466e-06,7.474519538696463e-05,4.120292607750815e-05,6.109490053039038e-05,5.198560725887282e-05,3.249416992893146e-05,4.336926244332631e-05,2.951758897725165e-05,5.559393834660965e-05,7.815017267081452e-05,0.00016428502552155047,5.007120290385936e-05,4.1354010993459416e-05,3.281343181478864e-05,C20orf72;RP11-504H3.1-002
7408,,,,,,,1.7775141928169333e-05,2.4558709288364256e-05,2.1312467683113677e-05,,,,0.0002919887671891744,0.00024298458999750895,0.00011650339816144246,1.1002517117098019e-05,,2.9026608851032968e-05,1.5502460893238757e-05,,3.303781230238188e-05,,,,,,,1.56056707939907e-05,,2.016619579949105e-05,5.464444570182584e-06,,1.0319024741417293e-05,C20orf99;ZCCHC3
7409,8.164657107455646e-05,0.00010336104882135401,0.00017090106821368036,3.76344450405859e-05,5.671132141822814e-05,9.999730040999632e-05,0.0001539196535283634,0.00016879498456583565,0.0001620793692074843,0.00024999967047833967,0.00028892730908043905,0.00037391246788340943,9.115576591092876e-05,0.0001566851117415984,0.00011304610231258251,4.257837208616574e-05,4.002934934360142e-05,0.0001459735939140261,0.00011671337949595496,0.00012027325847808494,0.00020442512947590943,2.9809799781964386e-05,7.717399135333666e-05,6.459339648579147e-05,4.767409387285286e-05,9.590208216739297e-05,7.613351498100261e-05,0.00017587594384697774,0.0001536313836364198,0.0006370580084108471,4.799787661194786e-05,5.4351012492138436e-05,5.9830089670329974e-05,C2F;EMG1;hCG_25956
7410,2.4287060256842466e-06,4.523117892474639e-06,2.4207379421282177e-06,5.329328810411282e-06,7.322742569371737e-06,6.032596470473237e-06,2.9423889240998373e-06,4.083048495741793e-06,3.857942387244789e-06,,1.6708658885604496e-06,2.953411398513554e-06,,,2.4454376425959875e-06,8.751753015745227e-06,4.209645558994647e-05,1.1971299621962982e-05,1.0371430094473685e-05,,2.8651626525827804e-05,,8.601792502953278e-06,1.6051333619873866e-06,7.497689433815414e-06,7.4652960717104634e-06,5.325984289653407e-06,6.1033804340556635e-06,5.2661708152689924e-06,2.501099558567241e-05,4.028125796945418e-06,6.1977298045275085e-06,4.166636881423379e-06,C3orf29;MTMR14
7411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4BPA
7412,8.359185258991201e-05,6.0652528075055304e-05,0.00028116015707975456,7.871445924910688e-05,7.692929753957731e-05,4.962725747480386e-05,0.00015318247319207623,0.0001420232799477966,0.0001066494789037921,0.00015282536307333842,9.684843178306666e-05,0.00011142559110856579,8.674314108020028e-05,0.00010326157186348009,5.3545205911386415e-05,7.99366700764421e-05,,8.123670513467975e-05,8.506083555030759e-05,,,0.0003759837361047657,0.0005196057663842281,0.0003651027645722641,0.0001307655808640593,0.0001643433125203509,0.00013272015525241966,0.00012664657260397629,7.499994448362689e-05,8.802215147457871e-05,0.00010199151078157357,9.311671338430646e-05,7.713396452037153e-05,C7orf24;CRF21;GGCT
7413,5.064376096877912e-05,4.8541691690000816e-05,0.00011106718818995562,7.233983540730571e-05,4.6504477240131434e-05,8.364428549147104e-05,3.755909135603247e-05,3.495461622065936e-05,4.330516900104404e-05,5.991967322269598e-05,6.452360038411827e-05,5.510486549736024e-05,6.318080346002902e-05,7.389052149191466e-05,7.283172446118818e-05,5.77607804767256e-05,3.858891172962723e-05,7.649610115014716e-05,1.3659211963654298e-05,,,0.0001857915932808057,0.00012901670973824504,0.00013157855766783637,0.00017050669928591293,0.00014767875976558038,7.603540806432602e-05,5.5869455800566415e-05,5.26956713579231e-05,6.200875040436775e-05,1.58341963100519e-05,7.503962220365115e-06,,C8orf55;PSEC0098
7414,2.365848607367815e-05,3.3698681391500164e-05,,1.1594032576170454e-05,1.4564506269118069e-05,2.2173297075628734e-05,2.6851285178881667e-05,2.1904711531184814e-05,2.779237991230156e-05,4.27873545906604e-05,3.938261889510285e-05,4.932418825841139e-05,2.993719763776457e-05,3.417344261925952e-05,2.788146522309704e-05,3.4615933899305504e-05,2.8842010520704573e-05,4.285507905810134e-05,3.935751271818094e-05,,1.4685890356842469e-05,1.2105481242200514e-05,4.361450642781473e-05,1.0815662367928778e-05,3.573316191811251e-05,0.00010438979300197502,1.9498889630130988e-05,9.608098376284719e-05,8.95106976229032e-05,1.2314533926809559e-05,2.04374649387653e-05,4.961164630868021e-05,1.0593797172726335e-05,C9orf114
7415,3.7178250588026426e-05,3.89106877915234e-05,,,2.6769901105794004e-05,1.4606369257851149e-05,4.0585703388600815e-05,4.03614293850704e-05,4.9178552051939565e-05,,,,5.677330074952218e-05,5.1583847475706166e-05,2.704852535546664e-05,,,4.956285331736844e-05,,,,,1.4385036297009903e-05,,2.2380070346229942e-05,4.946830575341217e-05,1.8073192778650747e-05,3.256345226872151e-05,1.1911815056570165e-05,,2.6430965325844345e-05,4.2577449142614e-05,1.5383801013142214e-05,CAMK2D;CAMKD
7416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPR;CTNNA2
7417,,2.4841791222671215e-05,,,,,1.7245273130172188e-05,1.3159989362101072e-05,1.778909022366088e-05,,,6.130528936640075e-06,,,,4.552616340875862e-05,1.2557076235971898e-05,1.7639907384810117e-05,2.4918887216219245e-05,,2.2635926833688437e-05,,,,1.6903297971903862e-05,3.868976006162308e-05,1.188288464175161e-05,,,1.3777454313526827e-05,,,6.19539004731888e-06,CASP2;ICH1;NEDD2
7418,1.3196991905371057e-05,1.8958104268371197e-05,4.5912799807696984e-05,2.884513104282082e-05,1.5781917428366505e-05,8.696435408977766e-05,5.568446828998359e-05,0.000147305356069647,0.00012251597986523777,1.6840556402043513e-05,9.049729388297072e-06,5.7322740711062145e-05,7.890656619686606e-05,9.265753272192528e-05,5.706391879807261e-05,8.365079117138191e-05,9.90744182563386e-05,0.00014956063507416787,8.479781160303258e-05,,9.572806524348278e-05,1.1265411472799233e-05,1.9458795864576243e-05,3.304715835187584e-05,,,,3.432246265158076e-05,,5.7260479378337445e-05,4.872760039590749e-05,2.665935506387367e-05,5.681599984088256e-05,CASP3;CPP32;hCG_1786935
7419,,,8.918067954202012e-06,1.0784562118189105e-05,6.323212350051541e-06,2.0266057740299116e-05,1.581616099600083e-05,6.43034890826332e-06,2.653412298798482e-05,1.3292921382379113e-05,4.0243393276771925e-06,1.2082893474962475e-05,,,,,,,,,,,,,5.105866404891103e-05,2.1278011359607826e-05,4.424079076978392e-05,1.0241614886490214e-05,,,,,,CBR3
7420,3.520675112824653e-05,1.4550901724244704e-05,,2.4037235383174622e-05,1.651261163827447e-05,2.243852347922958e-05,0.00012230383555450206,3.8796231149911446e-05,7.918897795114822e-05,2.493098493230368e-06,,2.322880919736307e-05,,,,,,3.3645834210667626e-05,8.177746511776116e-05,1.980542093661363e-05,3.702024439512703e-05,,,,,7.88642243740152e-06,8.800814780406447e-06,,1.54674222602156e-05,0.0001240623432052528,,1.6268579684933424e-05,1.952588169936265e-05,CCDC104;UNQ163/PRO189
7421,,,3.753373446954923e-05,,,6.953481053895359e-06,6.382944630317078e-06,4.9383007798135914e-06,5.48019153847913e-06,7.73227757854107e-06,3.3538960095665765e-06,5.265455499015992e-06,,,,,,,4.840827916543427e-06,4.8332257116122764e-06,,,,,8.685332462486857e-06,1.4129833242117255e-05,6.141520149426085e-06,,,,6.717582749953142e-06,,1.0196817670438997e-05,CCDC99
7422,1.5890770311349757e-05,,,1.4915867482455515e-05,,,2.0466382058225443e-05,3.5451656953132183e-05,2.771282107517161e-05,3.0217215109522458e-05,3.60653866721496e-05,2.1446624436251947e-05,,,1.5330474355894138e-05,5.208240770115378e-05,1.4510271245499248e-05,1.3695607483398314e-05,1.4328992140406168e-05,,,1.0114608072313693e-05,2.3748925332697077e-05,8.340001359978802e-06,,1.8528106415518544e-05,6.3939742221287016e-06,5.385319089674593e-05,3.534637998241057e-05,,5.633068403015353e-06,1.8847581887049884e-05,2.1479177835846396e-05,CCNT1
7423,,1.7728578206812416e-05,,,,2.9695474942377857e-06,3.234067477946119e-05,8.021055811315788e-05,5.9662539898140266e-05,1.8274202631695157e-05,,1.8979245638436294e-05,,,,1.1476092837784164e-05,2.578241121819186e-05,1.8940668391157086e-05,0.00026842047741195026,0.0002556101393903632,0.00015513446113518158,,,,2.5810145172251155e-05,5.369440527014991e-05,4.8902479651917204e-05,,,2.7422117005361542e-05,6.389443364721774e-05,8.925481185757667e-05,0.00016401314399031925,CDC45L;CDC45L2;UNQ374/PRO710;CDC45
7424,3.821183997422475e-05,2.904724230596803e-05,,7.564853401425491e-05,4.0934808856173905e-05,4.929584048697507e-05,6.034649865497688e-05,5.111643275123016e-05,4.506306609211068e-05,1.6484866568459283e-05,,4.185804559135973e-05,5.5364214738790396e-05,6.049712436728652e-05,7.216399919777299e-05,0.00022042611834376477,0.0002893540270146174,0.0001771569932044551,0.00018280019070044241,0.00018266951561741782,9.211816569748059e-05,,,,,3.573502056843723e-06,9.9735755324374e-06,2.4271490173391018e-05,,2.9946079938664843e-05,5.4585340651319036e-05,8.033441562759058e-05,4.4336933630162646e-05,CDK6;hCG_19542;tcag7.286
7425,8.85922945926994e-05,0.00013772916278009394,6.280652675496339e-05,0.00010780217328522697,0.00010994026179797549,0.00010018097997688468,9.754186995437797e-05,0.000262491073027675,0.00015287579826950938,8.22076883610693e-05,0.00016350859728348448,0.00017732948250415913,0.00011813460797809879,0.00021848052546969131,0.0002443906536826945,7.397365080797356e-05,0.00013923663884675286,0.00016545096350316363,0.00012100620602108275,0.00011289795548011647,1.736278076205556e-05,0.00017006112945277383,0.00020106707589737313,0.000190082493958763,0.0001144665114736718,0.00029864141620009125,0.00018160796042601432,7.928598776488048e-05,0.00018545132556595332,3.4185424689921046e-05,0.00010155750548949047,0.00016292684168984817,0.00015567886395829466,CGI-138;HSPC329;MRPS23
7426,2.3326681001581508e-05,2.8090204927018524e-05,,1.687724349910223e-05,2.3932538531703786e-05,1.266646057425448e-05,1.8208663792365295e-05,2.2862490510125148e-05,1.4251341196301333e-05,1.6708268135332083e-05,1.11474258652941e-05,1.930242824503722e-05,4.004397157830323e-05,4.4112201406585305e-05,4.2710395498251807e-05,3.520311163727772e-05,3.385318471758369e-05,4.574759846970482e-05,5.982485359395858e-06,,1.0886951331901799e-05,4.004064447840289e-06,2.21605717969267e-05,6.596007206401691e-06,1.7918945447125656e-05,2.1833383160940333e-05,2.646061178071887e-05,1.6274117268109283e-05,2.453109542812262e-05,4.582568648475556e-05,1.5883749342643786e-05,3.053666740108772e-05,3.143494130243078e-05,CGI-26;DERA
7427,6.028578915680958e-05,2.4131977267175167e-05,,0.00023344711774847714,0.000254180229100168,0.0003220433055115965,0.00023859815280755724,0.00021224356815126663,0.0002400433824620266,0.000139232761290284,0.00012678988058372696,0.00023362587808001956,8.20501056230948e-05,2.105109696356311e-05,0.00011702821826256701,0.00011600295513966795,5.553765405460988e-05,0.0001223796764360827,7.430133970470816e-05,1.9890883656026147e-05,0.0001338777119790628,2.523051173270103e-05,3.086391129150629e-05,3.6610285987209246e-05,3.916250355310021e-05,2.9846405589080826e-05,4.2049988469144796e-05,0.00014095758197060792,9.771155885531082e-05,0.0006895138269148173,0.0001231983879020749,7.69101465456985e-05,0.00026212874832782796,CGI-61;KIAA0491;SH3GLB1
7428,9.042030139366945e-05,6.404377270677603e-05,7.120439115428304e-05,6.19697174919939e-05,8.113005432918693e-05,0.00011823179297429091,6.648751129422766e-05,4.960992131520827e-05,5.839541346783897e-05,3.712431390819637e-05,1.6385345103588088e-05,9.40667082492849e-05,9.394640037757785e-05,3.7824198293284634e-05,0.00012911972517730093,9.803136568622883e-05,7.927669400761982e-05,0.00019170670406921426,2.9008124083049453e-05,,6.155159076377391e-05,0.00044789690257354236,0.0007220561345145281,0.0009731574717909606,5.268663323314697e-05,0.00011209494711292167,6.747763939613317e-05,0.00013676987220060237,7.553686248493456e-05,0.0006637017756839742,0.00011236059361213074,4.2480501865429626e-05,7.907781371259487e-05,CGI-86;DHRS7;DHRS7A;RETSDR4;UNQ285/PRO3448;DKFZp564H1664
7429,4.18940117630004e-05,,0.0002518382989764349,2.0978745590107023e-05,,1.8767363926093557e-05,7.599448515518758e-05,2.709034514567515e-05,4.481317739014284e-05,8.512408098691561e-05,0.00010831674304077135,7.455468621272854e-05,4.718219535656263e-05,3.813183733004395e-05,2.155899903167186e-05,5.8348010560494175e-05,2.2811168415371803e-05,5.961743688685081e-05,0.00012649479176840052,4.867859974946234e-05,0.0005798775315194412,4.871795602850538e-05,5.113767303797439e-05,2.98280677913505e-05,5.144195288392827e-05,1.550375998498935e-05,2.0913555876813914e-05,0.00010753836794169483,,0.0007217536345857186,6.0509424854237924e-05,3.2113869548407185e-05,2.906569110204455e-05,CIAPIN1;CUA001;PRO0915
7430,1.3597965980364878e-05,,,2.9683664634213507e-05,1.874419384036684e-05,,,,,1.699673237605336e-05,9.063743210328969e-06,,7.783539692443125e-06,,1.1761713409667016e-05,,,,3.1560628592697556e-06,,,8.13553390026697e-06,,,1.053397897712495e-05,,,1.6863799928606394e-05,,,,,,CLCN7;hCG_42716;LA16c-390E6.1-001
7431,7.136330422707216e-05,8.137666875117525e-05,0.00016279002028233227,3.9597477097371796e-05,2.0582577853605197e-05,6.548084507932095e-05,0.00013918456520581256,8.190068577180738e-05,0.0001254306687574664,8.125674779828611e-05,0.00011036658198392718,0.00021785922114524964,6.626941616387404e-05,5.690779149936087e-05,7.957847146591218e-05,6.630466007362023e-05,2.976291958326821e-05,6.225228551147916e-05,6.270607888371051e-05,2.6754083437507434e-05,3.292708475047872e-05,6.169700170497098e-05,5.5366868647475955e-05,5.522416035615758e-05,0.00012514901831388902,2.186306451914367e-05,6.54608862927089e-05,3.947357320243524e-05,2.671190994657214e-05,7.434264003297986e-05,7.550122967385061e-05,7.401003998897736e-05,5.197956655949269e-05,CLP1;EDG1;HEXIM1;HIS1;MAQ1
7432,0.00019246596889029813,0.0001790081925606185,0.00019954772335800314,0.0002615167535401492,0.0002569855870801223,0.0001342908045296332,,,1.1765780385739242e-05,6.848941177021221e-05,0.00015108647639730462,4.7955226511915586e-05,3.662242889441908e-05,7.219094579293816e-05,5.734975844538697e-05,0.0001931501513934579,0.00014142120419779797,8.654566127494197e-05,4.920210058126188e-05,,4.424949121394655e-05,,,,6.490160654941297e-05,6.094625668132424e-05,7.013468989070163e-05,8.988483822429729e-05,8.503680644794835e-05,5.959433522279928e-05,0.00023065295607935948,0.00024012016818175387,0.00017084987041767862,CNN2;hCG_21577
7433,,,,7.681862269346104e-05,5.380637905300697e-05,0.0002333373577216791,,,,,,8.233489702659588e-06,,,,,,,,,,,,,,,,,,,4.579383605014101e-06,9.41147382808703e-06,8.45944076509961e-06,COL5A1
7434,,,,,,,,,,,,,,,,,,,,,8.062955845068333e-07,,,,,,,,,,,,,COPS1;CSN1;GPS1
7435,6.120218824074697e-05,6.570295576752489e-05,4.033302330177354e-05,7.055706652225698e-05,7.624752777172153e-05,7.06843511407608e-05,0.0001451252821522888,8.559187459712782e-05,0.00012055902798693065,9.274797498964895e-05,7.520134234173672e-05,0.00013217945190099697,9.078521877032612e-05,0.0001060715051851135,8.165590434481685e-05,0.00013380706750877253,0.0001296861301153041,0.00014374650711933206,0.00016421190694634175,5.9273841863277156e-05,5.9797397285115745e-05,0.00011087970430683008,9.626268301010643e-05,9.08241038562581e-05,7.77460704059709e-05,7.167456014113175e-05,9.615633039660675e-05,0.00012865493245111092,0.00012894809838403148,7.920415765611314e-05,9.47925104153865e-05,6.856344627702534e-05,5.612684802152999e-05,COPS5;CSN5;JAB1
7436,5.1892662062546046e-05,7.763935299098211e-05,0.0003360135393867364,2.2718126647417412e-05,2.9902311876950134e-05,,5.2706730521217154e-05,0.00013058537429806288,7.010027760097439e-05,0.0001391664138802085,9.504813348728362e-05,7.02028828622579e-05,0.00023362114302925887,0.00030156277541300893,0.00011215395496154643,0.00012890686688351097,0.0001130317706563433,5.5355056784889624e-05,0.000269892393283558,0.0003083635786632553,0.00015502090983800207,7.052434464137926e-06,,,2.874044229226662e-05,2.1662722499113272e-05,1.399380703655512e-05,5.4304827827662736e-05,3.608069893991031e-05,1.3932273121449823e-05,0.00010093621728497968,6.323225047041971e-05,6.204512355494674e-05,CPPI;CTSC
7437,8.140984920715085e-06,7.5169888755380995e-06,1.9771370625504656e-05,4.134666794656091e-05,2.2763433382735076e-05,2.6817499158785717e-05,,,,1.5672469604557038e-05,1.7760434763291682e-05,4.524826660582457e-06,1.2031454817279615e-05,,5.286260892250268e-06,1.6848182295522216e-05,2.452982957754219e-05,1.8013176342097336e-05,,,,,,,5.548932569273695e-06,1.2274902082191324e-05,4.8029037230228575e-06,1.2016429453072387e-05,,,2.590091012810978e-06,,4.588594220148819e-06,DAAP-57C1.2-001;DADB-78A10.1-001;DASS-193J13.1-001;TAP2;ABCB3;PSF2;RING11;Y1;DAMA-353C16.1-001;DAQB-69D7.2-001;hCG_2001583;XXbac-BCX32M13.2-001;XXbac-BPG246D15.3-001;TAP2-G;DAAP-57C1.2-002;DADB-78A10.1-002;DAMA-353C16.1-002;DAQB-69D7.2-002;DASS-193J13.1-002;XXbac-BCX32M13.2-002;XXbac-BPG246D15.3-002
7438,,,,6.99130930433535e-06,,,,,6.781796249361973e-06,,,,,,,1.4014320743092003e-05,1.0330385559432277e-05,2.33135978402512e-05,,,,,,,5.228660542655121e-06,7.238874317601764e-06,1.2223902607141215e-05,,,,,1.5730504049729805e-05,,DAGK6;DGKZ
