Gene name,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3
OXNAD1,,,,,,1.337121779680253e-06,,,5.606586013584801e-06,,,2.653414524591012e-06,,,2.3713724405710428e-06,,,,7.37456380836782e-06,7.965551589768607e-06,1.3320300371310633e-05,,,9.855375174078836e-06,,,1.080784382912198e-05,,,,,,
CD3D;T3D;hCG_40222,,,,,,,,,,,,,,,,5.1802667756612405e-05,5.579620293952317e-05,9.483920513636988e-06,,,,,,,,,,,,,,,
C19orf32;DP1L1;REEP6;hCG_21584,,,,,,,,,8.777432316695425e-06,,,2.971611990768457e-05,0.00011700754929055942,,0.00024314411826702813,,,1.9078881273211615e-05,0.00013796449566627544,,0.00014351953488084656,0.00011011896862378823,,6.745919612614559e-05,3.7338648300263476e-05,,,,,,,,
GC109;RNF137;SS56;TRIM68,,,,,,,,,3.2397723104186914e-07,,,,,,,,,,,,,,8.689241927263522e-06,,,,,,,,,,
BAK;BAK1;BCL2L7;CDN1;DKFZp686D0345;hCG_2001793,,,,2.077402798553463e-06,7.90052343565817e-06,,,,,3.1964666060247224e-06,1.0356578227912964e-05,,,,3.7560794349495926e-06,3.383063314999697e-06,,,,,,,7.533397595160734e-06,1.539558378774545e-06,,,,6.772293507095359e-06,,,,,
RAB39;RAB39A,,,,,,,4.246577755625892e-06,,4.727140268056036e-06,,,,,,,,,,,,,,,,,,,,,,,,
GIOT4;KOX6;ZNF14,,,,,,,,6.670284218595498e-06,7.620465289983202e-07,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSU;HDCGA21P;MREG,,,,,,,,,,,,,,,,,,,,,,,,,8.932388257465691e-06,,4.485842906634803e-06,,,,,,
KIAA1986;LRRC68;hCG_22147,4.121894657030945e-06,,,6.192809381188332e-06,,1.343315304902014e-05,,,,,,,,,,,,,,,,,,,8.345504429137744e-06,9.765278042933526e-06,1.2487142293052103e-05,,,,2.6101116405243923e-06,,
BRF;BRF1;GTF3B;TAF3B2;TAF3C;hCG_19130,,5.092865086309767e-06,,,,3.349600115512914e-06,5.880768459808015e-06,3.59038763406043e-06,3.1973890939341844e-06,1.948144522109609e-06,,5.40112342911204e-06,,,,,,2.649994090291903e-06,,,,,3.348180703322455e-06,,,2.558324402141991e-06,1.3712765857967527e-05,,,,,,
DASS-38I7.12-003;HLA-F;DADB-68M4.2-003;DAMA-364L23.3-003;DAQB-335A13.17-003;XXbac-BCX231I11.4-003;HLA-5.4;HLAF;DAMC-335E20.2-001;hCG_25628;XXbac-BPG170G13.20-003;XXbac-BPG170G13.20-001;XXbac-BPG170G13.20-005;XXbac-BCX231I11.4-005;DAQB-335A13.17-005;DAMA-364L23.3-005;DADB-68M4.2-005;XXbac-BCX231I11.4-006;DASS-38I7.12-006;DAQB-335A13.17-006;DAMA-364L23.3-006;DADB-68M4.2-006;DAMC-335E20.2-006;XXbac-BPG170G13.20-006;DAMC-335E20.2-002,,,,,,1.9178337755927103e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF216;TRIAD3;UBCE7IP1;ZIN,,,4.746912041127595e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMO3;hCG_401304;SMT3A;SMT3H1,,,1.670237324059512e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPTC7;TAPP2C,,,,,,,,,,,,,,,1.1040449823511102e-05,,,,,,,,1.1243069339148647e-05,3.5868165224086516e-06,,,,,,,,,
KIAA1162;PSEC0095;TMX4;TXNDC13;UNQ475/PRO938,,5.143090560806506e-06,,,1.0177705162963284e-05,3.7425185606430036e-06,,4.267959989778805e-06,,,1.2975655001694458e-05,,,3.644165567641315e-06,6.3117497034308014e-06,8.618091996923002e-06,,2.970974371207375e-06,,,,1.7015398908209395e-05,,1.7660262786574375e-05,3.163665743612528e-06,,4.577770968573945e-06,,,,,1.264214941558023e-05,4.138245479983314e-06
PPP1R3D;PPP1R6,,,,,9.813137082753273e-06,1.4546649104056488e-05,,,4.258645494403745e-06,,,5.764054813536276e-06,,,,,,3.763621193344067e-06,,,,,9.220063011086552e-06,1.2854084828374896e-05,7.296987326486518e-06,8.407552991703568e-06,4.463042891615479e-06,6.550836677066085e-06,,,3.633281801252005e-06,,
POLR3G,,,,,,,,7.1558518303976705e-06,,3.689947368510854e-06,,,,,,,,,3.3238417431767175e-06,,,,,,,,5.056011587501832e-06,,,,,,1.601748217514623e-05
KLHL26,,,,,,,,,,,,,,1.9345283577783778e-07,,,,,,,,,,7.761455318056539e-07,,,,,,,,,
PARL;PRO2207;PSARL,,,,8.182192868170086e-06,,,,,3.6625409512389934e-06,,,,1.2233617094470348e-05,2.7073792766017618e-06,6.111091245991041e-06,1.1050454120706294e-05,,4.899512899539323e-06,,,,4.449488976260503e-05,1.2583164931859622e-05,1.7767493352871147e-05,7.2313867968453066e-06,1.7563239083381505e-05,2.461450239904839e-05,2.0036542037469036e-05,,,7.279944753377707e-06,,9.96268156693029e-06
MDS016;MRPS21;RPMS21;hCG_1641433;RP4-790G17.6-001,1.9895547201160392e-05,4.91078783742745e-05,3.6074488707258933e-05,,1.7168243553215135e-05,1.3623822065180009e-05,2.1914727789815695e-05,,2.5062390314507018e-05,1.6252425040176476e-05,,1.7487031892777282e-05,1.6960391900468966e-05,,1.68042745437295e-05,2.1589178932734443e-05,,1.9606853570879114e-05,,,,2.381821082865317e-05,3.349931210677737e-05,4.0502810646977394e-05,,,9.052698586787634e-06,1.4058039909479587e-05,,,,,
DZIP3;KIAA0675,,,,,,,,1.6234141963890495e-06,,,,,,,,,,,,,,,,,,,,,,,,,
CCND2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3842841598650655e-06
GPR180;ITR;DKFZp686I0613,,,,,1.1534900846083859e-05,,,,,,,,,,,,2.6231048183989947e-06,3.245711433816747e-06,,,,,,,,,,,,,,,
BTBD2,,,,,,,,,9.998422606787103e-07,,,,,,,,,,,,,,,,,,,,,,,,
C6orf109;KLIP1;YIPF3;RP3-337H4.3;RP3-337H4.3-003;RP3-337H4.3-004,3.323096005194311e-06,,2.1292280774695167e-06,,,,,,,4.011484991250499e-06,2.4119277261232485e-06,,,,8.892559266255284e-06,,,,,,,,4.543493269922748e-06,7.364769544836847e-06,6.861065919802614e-06,,,,,,2.206495690257715e-06,1.6332171018228832e-06,4.929742663664908e-06
BTBD1;C15orf1;NS5ATP8,,,,,,,,,2.264855450250595e-06,,,,,,,,,,5.1507128366917515e-06,,,,,,,,,,,,,,
RP11-165J3.2-010;WNK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1450454447502575e-06,,,
NRSF;REST;XBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1211243910799145e-06,,,
ATPBD1B;GPN2;UNQ5828/PRO19647;RP1-50O24.5-003,,,,,,3.416866122352708e-06,,,,,,,,,,,,2.553118105440264e-06,1.2249414697552494e-05,,,,,,,,,,,,,,
CPNE7,,,2.190509719099319e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPUSD4,,,,,,,,,,,,,,,1.9992484515006007e-06,,,,,,,,8.053708177439048e-06,,,,,,,,,,
ELOVL2;ELOVL5;PRO0530;hCG_2001424;RP3-483K16.1;RP3-483K16.1-002,5.0239220035200046e-05,4.362035257261847e-05,,6.440724345763663e-05,0.00011663633529321843,2.244129748570548e-05,,,,4.92639432933761e-05,4.4646281164721855e-05,,3.127892964292459e-05,1.8234762043778637e-05,,0.00012718301782805967,4.072974069801168e-05,,2.4005919073092105e-05,,,5.567614216807937e-05,4.346662186947314e-05,5.6630860617551146e-05,1.6106663739427598e-05,1.9958762637986468e-05,7.193745355878246e-06,,,,,0.00011203556763528142,1.9882374479485467e-05
CCDC130;SB115,,,,,,,,,,,,,,,,,,,,,6.544131509430938e-06,,,,,,,,,,,,
MLF2;hCG_25928,,,,,,,3.9283129666264266e-06,,,,,,,,,,,,,,,,,,7.327799738160839e-06,,,,,,1.4976905292824685e-05,,
CEP72;KIAA1519,,,8.008592285354874e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMK1;ERK5;MAPK7;PRKM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821084495552945e-06,,
MON1A;SAND1,,,,,,,,7.558373334847107e-07,,,,,,,,,,,,,,,,,,,,,,,,,
MYHL;MYO1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPRL3;C16orf35;hCG_1984129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIF2B,,,,,,,,,,,,,,,,,,,,,,,8.101079405667024e-05,,,,,,,,,,
CIS4;SOCS4;SOCS6,,,9.965203788313864e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM160,1.4021545588569723e-05,1.659618134013209e-05,,1.0133295614707054e-05,,,,,,1.3546471001462408e-05,,,,,2.722706124814861e-06,,3.9986891585517254e-05,,,,,9.098946995662656e-06,,,,3.7990377872183887e-06,,6.700416075455183e-06,,,,,
GFAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXorf23,,,6.747939566258627e-06,1.8567041680281404e-06,7.051879224930194e-06,1.3213076908297529e-05,,,,,,,,,,,,7.880520541721612e-06,,,,,,,,,,,,,,,
KIAA2035;ZC3H6;ZC3HDC6,,,,,,,,,,,,,,,,,,9.513775640726656e-07,,,,,,,,,,,,,,,
C20orf45;CGI-107;SLMO2;RP4-543J19.4-001,,,,,,,,,,,,,,,,,,,,,,,,,,1.0045686325905668e-05,,,,,,,
SGK196,,1.2919573337995152e-05,,8.902678955895863e-06,8.706004066591688e-06,,,7.015753788483846e-06,3.885854090361904e-06,,,,,,,,,,,,,,9.313949719143642e-06,1.0501278143663751e-05,,6.813427095820801e-06,8.892135267944907e-06,,,,,1.4528504721960988e-05,1.020552261360506e-05
IL13R;IL13RA;IL13RA1;hCG_1741666;RP13-128O4.2-001,2.932154757204058e-06,,,,,1.9107284180212794e-05,,,,,,,,,,,,,,,,,,,1.5543277187378807e-06,,,,,,,,
NOA36;ZNF330,,,,,,,,,,,,1.1857908698199206e-05,,,,,,,,,,,,,,,,,,,,,
NRM;NRM29;UNQ555/PRO1112;DAAP-285E11.8-001;DADB-118P11.7-001;DAMA-178G23.5-001;DAMC-316D20.7-001;DAAP-285E11.8-007;DADB-118P11.7-007;DAMA-178G23.5-007;DAMC-316D20.7-007;DAQB-47P19.2-007;XXbac-BCX48F10.2-007;XXbac-BPG252P9.1-007,,,,5.27384925933051e-06,1.8408307725708553e-05,4.9582447746213844e-06,,7.278708709293145e-06,,4.041058817684646e-06,7.082837695001631e-06,,,,3.608949194923681e-06,1.1495612760935446e-05,,7.1277409183300285e-06,,,,6.882736371178923e-06,,1.0845589476281942e-05,,,5.752068649518398e-06,,,,,,5.398253181251849e-06
TJP3;ZO3,,,,,,,,,,,,,,,,,,,,,,,,,6.379910583169116e-06,5.512868246653965e-06,7.568905110059938e-06,,,,,,
HCA587;MAGEC2;MAGEE1,,,,,,,,,,,,,,,,,,,1.4675446979442933e-05,,1.1278959007175529e-05,,,,,,,,,,,,
CHN1,,,,,,,,,,,,,,,,,,,,,0.00022868991772105902,,,,,,,,,,,,
RFPL4;RFPL4A;RNF210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.213473330490435e-06
KIAA0813;MEGF4;SLIL1;SLIT1;hCG_25785;RP11-175O19.2-001;RP11-175O19.2-003;RP11-175O19.2-006;RP11-175O19.2-004;RP11-175O19.2-005,,,,,,,,,,,,,,,,,,1.097382184704083e-06,,,,,,,,,,,,,,,
NT5DC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHST12;UNQ500/PRO1017,,,,8.439072391567436e-07,,,,,2.518955465099827e-06,,,,,,,,,,,,,,,,,,,,,,,,
SCAP1;SKAP1;SKAP55,,,,,,,,,,,,,,,,2.699318466633634e-05,3.483193852425059e-05,2.531342468768777e-05,,,,,,,,,,,,,,,
C2orf69,,,,,,3.0482316133696244e-07,,,,,,,,,,,,1.6592808670497156e-06,,,,,,,,,,,,2.448165217487784e-05,,,
SELM;SEPM,,,,,4.637285832139287e-06,5.878614247226925e-06,,,,,,,,,,,,,,,,9.398317988652778e-06,1.8650689377672585e-05,5.2296685132877995e-06,,,,1.3694707851419951e-05,,1.0015317540571057e-05,1.2265636318407974e-05,2.5132108089257582e-05,1.7535382732620635e-05
CYPC;PPIC,,4.623151990899698e-06,,3.1363874857288424e-05,3.444600542751326e-05,3.246474252415841e-05,,,4.937527065661501e-06,,,,1.2465505170746715e-06,,1.559512170325723e-06,,,,,,,,,,4.4083857712162414e-05,2.4789034579511105e-05,3.8772522850797855e-05,,,,1.1490636429080746e-05,6.8600916659984015e-06,8.20739337485364e-06
HPCAL4,,,,,,,1.2175367548304244e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
GNAZ,,,,,,,,,,,,,,,,,,1.5758827636809504e-06,,,,,,,,,,,,,,,
ADAT1,,,,,,,,,,,,,,,,,,6.314542715374122e-06,,,,,,,,6.81791548330808e-06,5.591251923713464e-06,,,,,,
ALR;GFER;HERV1;HPO,5.153993759311068e-06,,,1.1624672122964751e-05,1.2923164296212592e-05,5.277666737301764e-06,7.634192039469635e-06,,1.1270040825694561e-05,1.1320071544173357e-05,1.2934340507886009e-05,4.419937233767786e-06,1.042235551437899e-05,,6.557703375030778e-06,1.6223334614104525e-05,,,1.1353724131777874e-05,,,3.100838410947813e-05,3.29553470172611e-05,2.289065192997511e-05,6.816110022000785e-06,,8.25256703203646e-06,2.1240893034200513e-05,,,1.4674424681708679e-05,,
CAPL;MTS1;S100A4,0.0004405730100937508,0.00036128436847357654,,,,,,,,0.000231174630239046,0.0002911188251627246,9.207401936695597e-05,,,,,,,,,,,,,,,,,,,3.2353709635532686e-06,,1.005461045370459e-05
WDR20;DKFZp686P0251;hCG_24747,,,,,,2.27553732158773e-06,2.3333134287062177e-06,,5.721257427900316e-06,,,,,,4.0358848654107214e-06,,,,,,,,,,,,2.387481750538427e-06,,,,,,
HCCA2;YY1AP;YY1AP1;RP11-243J18.1-024;RP11-243J18.1-042,,,,,,,,,,,,,,,,,,,,,,,,,1.6947146820897533e-06,,,,,,,,
AIB3;KIAA0181;NCOA6;RAP250;TRBP,,,,,,,,,1.5504168843264463e-06,,,,,,,,,1.5722872962369135e-06,,,,,,,,,,,,,,,5.442209415567549e-07
HSPC250;MRPL27,7.133832176712481e-06,,,,,,6.92991775686222e-06,,3.1764168362072417e-06,,,,,,,,,,,,,1.5132655144722293e-05,,2.507714907200308e-05,,,1.770969413784071e-05,,,,,,
DHRS3;UNQ2424/PRO4983;RP11-514N2.1-004,,,,,,,,,,,,,,,,,,,,,1.3062220726689493e-05,,,,,,,,,,,,
JMJD4,,,,,,,,,4.46902196582582e-06,,,,,,,,,,,,,,,,,,,,,,,,
RFT1;hCG_17562,3.894394008146296e-06,8.0284216155868e-06,,,7.049508940781312e-06,3.563214466084071e-06,,1.623978739975122e-06,,2.2746740423537884e-06,4.366216735574404e-06,,,9.779870414391886e-06,,1.2262785334447332e-05,,,,,,,4.410124897031215e-06,3.2713059354921727e-06,,6.867293567570281e-06,,8.122762813151415e-06,3.796843227735351e-06,,,,2.084122534270271e-06
G6PT;G6PT1;PRO0685;SLC37A4;TRG19,,,,,,,,,3.9182080205038e-06,,,,,,,,,,,,,,,,,,,,,,,,
MXRA7;TMAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6547059361112954e-07
GPR56;TM7LN4;TM7XN1;UNQ540/PRO1083,8.83394901390287e-06,6.754437253005872e-06,,2.7830545078279157e-05,7.02133776804917e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA;GLS2;hCG_24976,,,,,,,,,2.5472905783431564e-06,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,1.3062963469257443e-05,,,,,,,,,6.639553629890249e-06,,,,,,,,,1.1815392008376804e-05,9.726618654333474e-06,,1.573296555949752e-05,,,8.275281420411037e-06,,,,,6.906949001911162e-06
BHPCDH;PCDH7,,,,,,,7.85934006285724e-06,,7.297405661531415e-06,,,,,,,,,,,,,,,,,,,,,,,,
CXX1;FAM127A;MAR8;MAR8C;MART8;CXX1C;FAM127C;MAR8B,,,,1.475596825830015e-05,,,,,,,,,,,,,,,,,,,,,,,3.6629084202459675e-06,,,,,,
ARNIP;CHIMP;PIRH2;RCHY1;RNF199;ZNF363;DKFZp586C1620,,,,,,,,,,,,,,,,4.495956760714028e-06,,4.092916695785492e-06,,,,,,3.145945260612856e-06,,,,,,,2.8042329210369417e-06,,
RABL5,,,,,,9.704875376909276e-06,,,4.038894315597843e-06,,,,,,,,,,,,,,,,7.939837095907804e-06,,,,,,,,
nan,,,,,,,,,,,,4.982830362262218e-07,,,,,,,,,,,,,,,,,,,,,
C7orf46;hCG_37984;MGC72075,,,,,,,3.57556008522138e-06,,3.3691666200700673e-06,,,,,,,,,,,,,,,,,,,,,,,,
DNAJC12;JDP1;hCG_32860,,,,,,,9.761286965831527e-07,,5.309865118885367e-06,,,,,,,,,,1.63189547317889e-05,6.569371994269449e-06,,,,,,,,,,,,,
FOSL1;FRA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59805886227028e-05,,,,,
CDC25C,,,,,,,1.7774118877505901e-06,,,,,,,,,,,,,,,,,,,,,,,,,,6.715359225084679e-07
KIAA0513,,,,,,6.008692274084007e-06,,,,,,,,,,,,1.9920989447777206e-06,,,,,,,,,,,,,,,
CXX1B;FAM127B;MAR8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21orf57;hCG_401258,2.0359724094676725e-05,,,,,,,7.236046340239227e-06,1.0569987878844745e-05,2.196676842289326e-05,1.617302619433448e-05,9.17958615164197e-06,,,,1.828277547285976e-06,,,,,,,,1.350249924400373e-05,3.084789911900688e-06,,,5.56635335233571e-06,,,,,
KIAA0383;MORF;MOZ2;MYST4;DKFZp313G1618,,,,,,,,,,,,,,,,,,9.108878420435234e-07,,,,,,,,,,,,,,,
AGPAT3,,,6.529699336970841e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBD;hCG_1641001;HBB,,,,,,,,,,,,,,,,,,,3.085342188648855e-05,1.131297571181616e-05,,,,,,,,,,,,,
GHITM;DERP2;My021;TMBIM5;UNQ244/PRO281;RP11-124L5.3-002;DKFZp566C0746,1.7909641324902056e-05,1.7408853538218206e-05,5.465100898460762e-05,2.0023256573160583e-05,,1.0873840612151723e-05,,,2.295194472228547e-06,3.6807572115364905e-05,,4.58894763674138e-06,2.2504578498547846e-05,,1.4549824949521974e-05,1.9696684379375723e-05,,6.321147223316065e-06,,,,8.307113325248913e-05,6.126619221008246e-05,5.1435286309757286e-05,1.747183790856759e-05,,,1.215989351771005e-05,,,4.8808232808884195e-05,2.2330215735798825e-05,1.484236984994255e-05
AMMECR1;RP13-360B22.1-002,,6.522891753923456e-06,,,,,5.835191058807593e-06,1.3059884600589138e-05,1.832025394337837e-05,3.99732234843174e-06,,,,,,,,,2.3800020860124418e-05,,1.9056757969047463e-05,,,,1.269254149708346e-05,1.4856503626313348e-05,6.865419205652559e-06,,,,3.019674166077531e-06,,
GNA15;GNA16,,,,,,,,,,,,,,,,3.0231529908584654e-06,,1.5951624044377466e-05,,,,,,,,,,,,,,,
CHGN;CSGALNACT1;GALNACT1;UNQ656/PRO1287;ChGn;hCG_1785449,1.0836995383276523e-05,,,,,,,,,,,2.2462397176605e-06,,,,,,,,,,,,,,,,,,,,,
KIAA0108;LAPTM4;LAPTM4A;MBNT;MTRP;UNQ1846/PRO3574;hCG_32086,,,,,,6.229654524949294e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
C20orf92;COMMD7,,,,,,7.380791937544324e-06,,,8.2268293594114e-06,,,2.219714413524441e-06,,,,,,4.844220524746987e-06,,,,,,,,,2.3975410987632094e-06,,,1.60716225177589e-05,1.5954201891993026e-05,,2.4776801949567267e-05
C21orf83;PRDM15;ZNF298;hCG_2007450,,,,,,,,,4.236561246951566e-07,,,,,,,,,,,,,,,,,,,,,,,,
HMBOX1,,,,,,,4.2729329745635265e-06,,2.144003496494585e-06,,,,,,,,,1.8035239146753513e-05,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,4.4644102884960064e-06,,,,,,,,,8.83370494121105e-05,,,,,,,,,,
DNASE2;DNASE2A;DNL2,1.8793076791178655e-05,,7.096891807638971e-05,7.92603000978745e-05,,7.955014266761613e-05,8.243868972336077e-05,8.52305595109976e-05,5.2569940960764185e-05,6.950277930076648e-05,4.0265703379381806e-05,7.536871348661758e-05,1.5517933384538453e-05,,8.443446740987846e-06,2.4644279509314684e-05,,2.924246006093366e-05,,,,9.882393326371187e-05,8.248783195249069e-05,3.363397225850279e-05,6.181737964525827e-05,6.0892192730109784e-05,3.094468460330141e-05,3.449925938300296e-05,,,3.599316882986665e-05,,1.5134784772767717e-05
DB1;VEZF1;ZNF161,,,,,,,,,,,,,,,,1.324811611245134e-05,,,,,,7.547031021514783e-06,,,,,,7.072790136441468e-06,,,,,
MDP1;hCG_2039651;MDP-1,7.479316100967627e-06,,,2.917069069506212e-06,,,2.314073135196173e-06,1.963429624729453e-06,3.0628624200499936e-06,,,,,,,1.5056572712167009e-05,,1.93739379928812e-05,,,,,,3.4083341156013458e-06,1.3887516628621913e-05,1.1939952891152137e-05,1.4666249220691996e-05,,,,,5.653272486715507e-06,
KIAA0326;ZNF629;ZNF65,,,,,,,,,2.8533791881469136e-06,,,,,,,,,,,,,,,,,,,,,,,,
BHLHE32;MITF;MITF-C,,,,,,,,,,2.868720068939936e-06,,1.3700616251914047e-06,,,,,,,,,,,,,,,,,,,,,
MOCO1;MOCS2,,,,,,,3.598223043466644e-06,,5.27841447634469e-06,,,,,,,,,5.374609376029588e-06,1.6508413470627102e-06,,3.8679782045584744e-06,,,,,,,,,4.206508040370311e-06,,,2.4398394510527862e-06
ABCC6;ARA;MRP6;ara,,,,,,,,,,,,,,,1.1506460960370427e-07,,,,,,,,,,,,,,,,,,
NAP1L5;DKFZp434K0835,,,,,,1.3323764960442022e-06,,,,,,,,,,,,8.281974813486358e-06,,,,,,,,,,,,,,,
EPIM;STX2;STX2A;STX2B;STX2C,,,,,3.1687345975411895e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR107;KIAA1624;LUSTR1,,,,,,,,,,,,,,,4.484734817672215e-07,,,,,,,4.453968437459799e-06,,3.8003024498597073e-06,,,7.69330695355611e-06,,,,,,
CTMP;THEM4,6.133874533123151e-06,1.3462979098789884e-05,,,,2.0621961079337423e-06,4.933113190767201e-06,,9.330705651177763e-06,1.1568290118334936e-05,5.8359597768386154e-06,6.4193063498860834e-06,4.246546492088208e-06,,5.661255665491471e-06,,,,8.238712306931978e-06,8.555765145156993e-06,,1.552333876344087e-05,6.071344678863981e-05,3.560755564428764e-05,,,,1.741116262255575e-05,,,,,
GMNN,,,,,,,,9.168754396900168e-06,8.520194113013066e-06,,,,,,,,,,3.0376472371037625e-05,,,,,,,,,,,,,,
KIAA0091;MBTPS1;S1P;SKI1,,,,,,,,,,,,,,,,,,,,,,,,,,2.289146636547153e-07,,,,,,,
MEX3A;RKHD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.341840541597671e-06,,,
LYSMD3;hCG_37164,,,,,,2.3136249703150187e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOP2;PSMC3IP;TBPIP,,,,,,,,,,,,,,,,,,1.9300070944736825e-05,1.5358872589947477e-05,,,,,,,,,,,,,,
GDE1;MIR16,,,,,,,,,,2.6187447620911843e-06,,,2.1133278834330386e-06,,,,,,,,,,,,,,,,,,,,
POMT1;RP11-334J6.2-008;RP11-334J6.2-012,,,,1.8202067155565833e-06,3.04555092427168e-06,,,,,,,,,,,,,,,,,,,,6.328468051559043e-06,,,,,,,,
PRO2222;RBP4;hCG_37964;RP11-30E16.3-002,,,,,,,,,,,,,,5.8851034354158864e-05,4.788701520228917e-05,,,,,,,,,,,,,,,,,,
CRAT;RP11-247A12.5-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCAF4;WDR21;WDR21A,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0146728982720707e-06,,,,,,
C9orf52;TTC39B,,,,,,,,,,,,,2.6831125039773557e-06,1.0019224324726907e-05,2.9833538571461156e-06,,,,,,,,,,,,,,,,,,
ABP32;PEF1;UNQ1845/PRO3573,1.8804893940716032e-05,2.977633017929136e-05,,3.009162994106439e-05,6.280870883805535e-05,4.35082848150898e-05,2.2896657116126912e-05,,3.9135193841825916e-05,1.7140487576297393e-05,,8.838185288460057e-06,1.7553748962824024e-05,,1.755358264411671e-05,2.636277516692324e-05,,3.5877230054178265e-05,,,,2.201030877335518e-05,5.37819926589534e-05,3.632989658629111e-05,1.4881770130133514e-05,4.07973179643435e-05,2.1625345791369334e-05,1.5217025623198308e-05,,,,,1.8173151595337205e-05
DXF34;SPIN2;SPIN2A;SPIN2B;RP3-323P24.2-003;hCG_1642309;RP3-323P24.2-005;SPIN-2,,,,,,,,6.491130485421178e-06,1.863908072643256e-06,,,9.614331714226045e-06,,,,,,,,,1.8210044967656145e-05,,,2.7370905273766176e-06,,,4.033369971141196e-06,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.887654629733945e-07
SLC25A36,,,,,,,,,1.39255542424936e-06,,,,,,,,,,,,,,,7.499324767022944e-07,,,2.492080463659187e-06,,,,,,
CGI-134;MRPS18C,,,,,,,,,,,,,,,,,1.9271061847041374e-06,,,,,,1.1737048227132906e-05,,,,,,,,,,
BCL2L;BCL2L1;BCLX;RP5-857M17.3-003;RP5-857M17.3-006;RP5-857M17.3-005;hCG_38811;RP5-857M17.3-002,3.483628928665343e-05,4.9459779008110225e-05,,,2.546096533937799e-05,2.616332661599123e-05,,8.147274322523971e-06,,9.24300465276338e-06,,,0.00011602267738415217,5.386555021154693e-05,4.36624165209993e-05,1.0585177032659192e-05,,,3.231888265459909e-05,,,,,1.16052142241123e-05,2.0480596056423064e-05,1.754618133240025e-05,2.6251435730091107e-05,2.9399217545648597e-05,4.69375768511256e-05,,1.3750677088533648e-05,2.9957248286656986e-05,2.6803175459886692e-05
CDC25L;MCG7;RASGRP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDR51A,,,,,,,,,,,,,,,,,,,,,4.980512314415153e-06,,,,,,,,,,,,
