Gene name,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3
DLG2;MPP2,,2.2400214215340967e-05,,,8.422225509093729e-06,1.736544683983713e-05,1.7783943933099503e-05,7.987894852331703e-05,6.091363116148279e-05,,,,,,,,2.806516793026713e-05,1.0042940863713663e-05,,,,,7.105520374471052e-06,,,,,,,,1.016375256132021e-05,4.273669357190817e-05,4.964542688033739e-05
APOBEC3B;CTA-150C2.15-002;CTA-150C2.15-003;bK150C2.2,1.767876359484956e-05,5.3924878040692956e-05,,6.264533158762119e-05,6.999755422921764e-05,7.85121667202101e-05,,5.895563744656812e-06,4.6767320634434256e-06,4.1951082487246504e-05,8.416262838096824e-05,4.267368057847008e-05,,,,,,4.562395239497077e-05,0.00010175560427903351,9.089727311170463e-05,6.774621221830448e-05,,1.2303562764864076e-05,,,4.263778283566992e-06,,1.9029517288126254e-05,9.002096526458121e-06,,0.00022551637580115933,0.00022926508407013782,0.00019741550056048647
KIAA0654;PPFIA3,,,,,,,,,,,,,,,,,,1.376594104955571e-06,,,,,,,,,,,,,,,
KIAA0044;PPP2R5C,,7.869047585145992e-06,,6.499616198113286e-06,7.746274195533266e-06,4.055467850082595e-06,2.0440197157604344e-05,8.245715368839872e-06,9.29433858206741e-06,1.010548523002596e-05,3.522899791888271e-06,3.3872488352167906e-06,,,3.089902447127944e-06,1.247263248711826e-05,,6.849090510345211e-06,1.331230740517687e-05,,5.408041532632908e-05,,4.263898805456812e-06,6.515296157053361e-06,1.9559537977919283e-05,1.1913012933934152e-05,3.911695681641441e-05,5.604279311012626e-06,,,6.373560072669638e-06,,6.078077724047141e-06
MXRA2;PARVA,6.14379743590546e-05,2.2355334448909822e-05,,6.190870396805353e-05,9.446716140931041e-05,3.7122221936837e-05,1.5068085662194574e-05,3.398891799536697e-05,1.4454280862448456e-05,4.1014381963721236e-05,1.4240337749909498e-05,2.117410693743308e-05,5.3376228424272504e-05,4.1699620284638216e-05,4.0685041966998684e-05,,,,,,,9.47495454419346e-06,,1.0080757361676285e-05,1.1012187363736646e-05,,1.536975910082746e-05,1.80118686772485e-05,5.138633755383829e-05,,3.235125132233781e-05,5.634831307169278e-05,0.00010640872742619075
RELN,,,,,,,,,,,,,8.254388076598208e-06,,1.6735310261960056e-05,,,,8.962132031253647e-06,,2.1468021335933486e-05,,,,,,,,,,,,
MSTP048;WDR41,1.3754882612011503e-05,2.2936976601620528e-05,,,1.045172238623005e-05,1.5581058668751134e-05,3.0094842894977743e-05,3.433850153320214e-05,3.3841179325065055e-05,,,1.3467286586900736e-05,,,,2.337540401265217e-05,,2.7757471682154742e-05,2.403694876173732e-05,1.1865494837986743e-05,4.3977649965001575e-05,1.3304732129881783e-05,1.2328717153882802e-05,1.0283812781426909e-05,1.409417280494756e-05,1.558097437435826e-05,1.4529211995728764e-05,1.0813935425742741e-05,9.877537005749132e-06,6.014045692249236e-05,1.347770925826487e-05,8.384302112055072e-06,2.1324322862221385e-05
hCG_1990006;OK/KNS-cl.7;RPS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD109;CPAMD7,9.14268776641731e-06,1.7842354815262413e-05,,1.3944364044385529e-05,1.872444119643675e-05,1.2594094939214112e-05,,,6.613623827273543e-06,6.93735903759623e-06,2.755645137871448e-05,2.9261534832993783e-06,,,,,,,,,,,,,,,,,,,,,3.996264723540796e-06
HST;STD;SULT2A1;hCG_201431,,,,,,,,,,,,,0.0007312921022564338,0.0004832024196054645,0.0006148182753141237,,,,,,,,,,,,,,,,,,
RELN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTC19;hCG_28939,9.455530249878702e-06,8.574369039685403e-06,,,8.464627785851463e-06,2.487361814626315e-05,1.8364794817331264e-05,3.275256667796308e-05,3.268108671292743e-05,,,2.1662077342197233e-06,,,,2.2937079814649265e-05,,1.0655526301972392e-05,3.135958723348047e-05,1.2183942891931255e-05,2.64807339642436e-05,3.3442222738989595e-05,9.815533035897688e-05,4.736168681363866e-05,7.847667462883965e-06,1.9886374477632188e-05,1.3333128373975024e-05,1.3227378222569086e-05,,3.203116417152081e-05,,,
KIAA0615;N4BP1,,,,,,6.672690215172945e-07,,1.0945190868722938e-05,4.156468459336639e-06,,,3.194538320271754e-06,,,,,,6.192954730875822e-06,,,1.3177469455961651e-05,,,3.8022893370621135e-06,,,,,,,,,3.5127177024369516e-06
APPL2;DIP13B,5.288662929620283e-06,8.519285478440855e-06,3.6068093301570315e-05,1.7890427252133436e-05,1.1304070715298038e-05,2.376664957765152e-05,6.516075091716505e-06,2.4863332590354843e-05,7.3212879679732525e-06,,,7.189887616943387e-06,,,,,,,2.591840893012894e-06,,,2.3981930228148684e-05,3.0472275707573297e-05,1.6724885823664367e-05,,4.788964451625083e-06,,,,,6.003162279613288e-06,5.1409918914156364e-06,5.045872231317519e-06
MAP3K7;TAK1;hCG_32402;RP1-154G14.1-004;DKFZp586F0420;RP1-154G14.1-006,,,,1.832903971926492e-05,,7.171202113658781e-06,9.267873140718662e-06,,2.166179738317804e-05,,,,7.71164241234919e-06,,,1.439564491717044e-05,,,7.640351475934e-06,,6.010948654429279e-05,,,,,,,1.6138671136385277e-05,,2.3287706736480823e-05,1.0257465938917749e-05,,
BICD1,2.8705088379885853e-06,,,3.0450309579712398e-06,,8.47779601695426e-06,8.657212553073564e-07,,3.1993922560083184e-06,,,9.981138962610121e-06,,,,6.278647854436159e-06,1.1099608100477005e-05,1.4073460723756374e-05,,,,3.7118475859742818e-06,1.938098694834615e-05,6.9313553058139125e-06,,,,,,,,,3.490384323063637e-06
ABCG2;ABCP;BCRP;BCRP1;MXR,2.7617088289862144e-06,4.285279680151341e-06,,,,,,,,2.0646106899148308e-05,2.014755221358185e-05,,,,,,,,,,,,,,9.115858850455537e-06,7.698615208379152e-06,8.03402281309854e-06,,,,,,
KIAA0620;PLXND1,,,,,,,,,,7.65596909509577e-06,,1.3938758770995946e-05,,,,,,,,,,,,,,,,,,,3.4366799051351525e-06,,4.4114082328915725e-06
ANKZF1;ZNF744,,,,6.458664305968087e-06,6.515411734328092e-06,2.9731646659123864e-06,8.403497602539213e-06,7.306987080257728e-06,2.879257383994076e-06,8.726421206295219e-06,6.262421427259239e-06,6.308325615254627e-06,,,,,,1.708798701864418e-06,,,1.5100454470961462e-05,2.6388890748771194e-06,5.416801101313061e-06,2.050558490231314e-06,3.7909721327814856e-06,1.4914840497904346e-05,3.126432528420068e-06,6.383483966632443e-06,,4.344629266287593e-06,2.162987867945235e-06,5.821567251896112e-06,2.9130453743581212e-06
RAB11;RAB11A,,,,,,,,,8.342620519213198e-07,,,,,,,,,,,,,,,,,,,,,,,,
KIAA1542;PHRF1,,,,,,,8.885565661205995e-06,,4.616942749342964e-06,4.19734987315128e-06,,,,,,,,,5.961071592022758e-06,,,9.137557758092585e-06,,,,,,,,,3.761699362655626e-06,,
CRYZL1;4P11,,,4.182569675872781e-06,1.1820006417547383e-05,2.3279618861493615e-05,1.4312976652740551e-05,6.685056474937967e-06,,5.329046248099612e-06,8.179262975919548e-06,,1.4220213016515879e-05,,,9.543040529975387e-06,1.0014219947671778e-05,,2.3518461348417614e-06,1.0125216955137982e-05,,5.0009558242095706e-05,8.349935776662887e-06,1.5280300288776446e-05,9.800994864561047e-06,,,,4.979695324676218e-06,,,1.1543940602997906e-05,5.295328643762547e-06,8.605839642478822e-06
JNK1;MAPK8;PRKM8;SAPK1;hCG_23734,8.387893127327887e-06,1.2541144491419911e-05,,1.1285627519415297e-05,1.1076354977960106e-05,3.0976757995260833e-05,2.428030179234791e-05,1.816194430122192e-05,4.2943505109902274e-05,1.741903820335014e-05,,1.999926808792217e-05,1.3557321128783822e-05,1.2546023605153827e-05,3.2265675988408516e-05,1.5551458501729677e-05,,1.6621717828613203e-05,4.8393422517048023e-05,1.2789626291433932e-05,,1.550658396577237e-05,3.8611696966449344e-05,1.5022463643682245e-05,7.227158708984619e-06,2.0283767006564922e-05,2.3415425850928626e-05,5.8639164246565125e-05,4.188790746055649e-05,2.7543347624047813e-05,8.865905205855551e-05,7.161943966785244e-05,4.409763001622279e-05
ORC5;ORC5L;hCG_16999;tcag7.76,1.0914350296062164e-05,,,3.5793957025401765e-06,4.318519308224169e-06,6.401842169220961e-06,1.0297814882265532e-05,1.8261159065643835e-05,2.223937045833719e-05,1.3273644183288121e-05,,9.284533810880332e-06,2.447760280110646e-06,,1.2806715691428531e-06,1.0704173155182124e-05,,2.0251253282780898e-05,2.3086938056256772e-05,3.893183326407709e-06,1.0792250524957324e-05,,,4.4544097237407725e-06,7.808949098710624e-06,4.1371914005103944e-05,1.4319341960430993e-05,1.6625846706445073e-05,9.778532092435818e-06,1.1869918125857058e-05,1.0158301146902413e-05,1.7305889201551564e-05,1.4568949883952496e-05
ATP6V0A2;hCG_1786229,,9.61501954858877e-06,,2.8756346786866793e-06,6.818657330847081e-06,1.5400185882285294e-06,,6.745347675907965e-06,4.7307117793846e-06,1.8513612593125693e-06,2.6883715448233445e-06,,,,2.9475064783695424e-06,,,5.512097684003513e-06,3.649785468365931e-06,,4.306049503059434e-05,6.5743850316412096e-06,1.1971315843157095e-05,6.184394163588974e-06,2.1253163926491936e-05,2.094424036081368e-05,1.6700637929355136e-05,,,1.9357163724266655e-05,,,2.8930587254254278e-06
ATP6AP1;ATP6IP1;ATP6S1;VATPS1;XAP3;FLJ00383;DKFZp434B0535,1.1006212366990742e-05,2.8761476123529455e-05,1.3439409416876582e-05,3.625439918759544e-05,2.313981410397034e-05,2.610092885429935e-05,2.7927051152991486e-05,,8.177969552226515e-06,2.8180271415166686e-05,4.183524242368259e-05,3.865993345129557e-05,1.976222698442999e-05,1.0056250900222626e-05,2.551183916511461e-05,1.4297368993641003e-05,,1.6559068604006138e-05,6.791040769129167e-05,,2.9245497811116197e-05,2.581826981657096e-05,2.8657472814141623e-05,2.7882272133545446e-05,3.173836804188643e-05,4.082127951880418e-05,5.014389444751091e-05,1.810155031942148e-05,1.798115834093759e-05,2.670654598215892e-05,1.6293863866933646e-05,2.0264501228022562e-05,3.8340630404977943e-05
RPL26,0.0003425609768196799,0.0003668167608599359,0.0007060723170228998,0.00019361175084839545,0.0002496162564435886,0.0002360624786320629,0.0005012184862165734,0.0006567201463713064,0.0004031535508480108,0.00030498618791832043,0.0002852648685547819,0.0003796121482034616,0.00021504377891324618,0.000261350358593382,0.00015168679259545435,0.00019468169815062747,0.00022655447512105026,0.0002426738081974876,0.0003740144123389372,0.000594597193120607,0.00013065018175551827,0.00026148762174281524,0.00030946097469992375,0.0002911106953574588,0.00031826039097631844,0.00038663628862337654,0.0003648043939330134,0.0003737160689223006,0.00040041806760531966,0.00028156957373733055,0.0004653718220589434,0.00039731404618934115,0.0004851938075111797
AFR1;KIAA0854;RAF;ZHX2,,,,,,,7.713261946859876e-06,2.0983278240234142e-05,9.850731671290657e-06,,,2.938726045707979e-06,6.6289216081009585e-06,,,,,4.465025108436189e-06,,,,9.201616629567947e-06,8.199358757364313e-06,,1.1180406446970838e-05,3.467461225290615e-05,1.262690929106844e-05,7.477506029616278e-06,,,,,
ENL;LTG19;MLLT1;YEATS1,,,,9.036447137343444e-06,7.122424687076196e-06,1.3402195934810241e-05,1.8403951517357822e-05,9.098574164317599e-06,1.0102817068044551e-05,2.4932634564113906e-05,,1.1699548499844952e-05,8.84954380194647e-06,,4.954989839899257e-06,1.2867468857138144e-05,,1.064819278517575e-05,1.1238189157055343e-05,,8.129746771602954e-06,1.531080887174969e-05,1.2796667600422959e-05,1.7943995912139677e-05,5.6957850581225356e-06,6.793969819531592e-06,7.026241300839526e-06,,,6.980888852593469e-06,,,1.2474675272937322e-05
CGI-65;CIA30;NDUFAF1,,1.3688667405982627e-05,,,2.3909024975279858e-05,1.4674724709884877e-05,2.7495972229960157e-05,,8.62079840350918e-06,2.3397269185852892e-05,2.3985528375284638e-05,2.6611545782204685e-05,1.154000197627607e-05,1.1959805044452976e-05,,8.509168541042153e-06,,9.722454187711002e-06,,,,8.228679270246501e-06,1.1728268208270831e-05,1.0650724760178809e-05,1.0373005112973821e-05,2.7998554692479007e-05,1.2282960651970763e-05,1.478685355989659e-05,1.0188228235651607e-05,1.6897354806051714e-05,,,
ATP8B1;ATPIC;FIC1;PFIC,,,,2.280340561594517e-05,5.617018647790837e-05,1.1751003695877588e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF10L;GRINCHGEF;KIAA1626;RP11-473A10.1-002,,,,,,,,,,,,,4.6085561495066856e-05,2.9227932810990726e-05,2.175999385143328e-05,,,,,,,,,,,,,,,,,,
TPMT,1.1418206377176785e-05,1.1494369966469678e-05,,4.24340723327315e-05,5.040804632004479e-05,3.8022088017483035e-05,2.1584156461866177e-05,2.8817170724584964e-05,2.4883959697467073e-05,2.6403662428728964e-05,3.559100814615174e-05,1.5905748168599625e-05,3.8025320496681226e-05,4.4181972430426726e-05,3.977138986971911e-05,3.66425024709742e-05,2.6520862579462227e-05,1.8772361352189066e-05,3.8013541984259756e-05,5.873674216854878e-05,5.116217728137938e-05,1.8496652400506506e-05,2.7538792205963318e-05,1.4322444949154879e-05,1.8665068665766407e-05,2.481536190530639e-05,2.0807603358652136e-05,4.7799876210812207e-05,6.476057041965435e-05,1.1846545406357786e-05,1.065241514827425e-05,,1.7945363068970272e-05
CANP;FAM111B,9.055154993323381e-06,,,,,,,,9.555567601379174e-07,,,,,,,2.8765513147980765e-06,,,,,,,,,7.023904401005828e-06,1.1159496833490149e-05,1.0400472274529187e-05,,,,,1.1401340574781464e-05,6.071978839030957e-06
CCDC21;DKFZp434P232,,,2.8784068825633704e-05,,,4.325436720737394e-06,,5.036262281269328e-06,1.5591162185817365e-05,,,1.1783440198887047e-05,,,,,,1.5020241153530493e-05,,,,,,,,,,,,,,,2.002996771877501e-05
MOCOS,,,,,,,,,,,,1.1969612807753257e-05,,,,,,,,,,,,2.3408531064248055e-06,,,,,,,,,
C4orf1;HUEL;SLC30A9,,,3.837118260730854e-05,1.0975914424815942e-05,2.1808152010228744e-05,1.9357664691950553e-05,,,4.8429333175690675e-06,,,1.763648779270629e-05,,,,,,,7.789549432708329e-06,,1.2776591756449293e-05,6.08192604813747e-05,2.2727982644907817e-05,2.740073178877984e-05,,,,8.3309738621688e-06,,5.246150234543611e-05,3.826406305347726e-06,,
KIAA0104;MRPL15;MRPL19,5.907107689748229e-05,4.275069422096108e-05,5.137728901327265e-05,3.417997276554566e-05,3.215591453284844e-05,1.986039870443077e-05,3.512247244934483e-05,7.11420440984842e-05,5.6505339584470016e-05,3.889987194360225e-05,4.466047007579605e-05,5.1864250010170684e-05,3.089661371951919e-05,7.765547854027478e-05,5.129496860119552e-05,2.6726502269001046e-05,2.3243613495694714e-05,2.281833256361543e-05,3.690849509909772e-05,5.7636799201168727e-05,1.8059179646747396e-05,0.00011365149034566075,0.0001694356874630836,0.00015045068230469467,5.929288632984543e-05,9.660233262215636e-05,8.246887318315172e-05,1.842166040014428e-05,3.0567482019842484e-05,2.4369000864913403e-05,3.6112211352333397e-05,5.23290582421573e-05,4.197717901054368e-05
MAN1B1;UNQ747/PRO1477;hCG_1818277;DKFZp434I213;RP11-350O14.2-005,9.457468170948048e-06,3.6067178694074657e-06,,2.502180944307131e-05,3.721250154459592e-05,8.602980982442042e-06,7.666445991458809e-06,1.1851773401667279e-05,1.364779496330504e-05,1.4141815652850903e-05,,9.488358866253676e-06,1.3742630926473635e-05,,1.506835239715993e-05,8.292798745739754e-06,,,1.0697599576142105e-05,,1.9585290527368398e-05,3.928584828372881e-05,1.6108009945781173e-05,4.1386543967394e-05,2.3883974122398046e-05,2.0129668055504897e-05,2.017005398513147e-05,,,,,,6.833138907420394e-06
DAP4;DLGAP4;KIAA0964;SAPAP4,1.564043718362265e-05,2.2738361752936968e-05,,3.5096007349324515e-05,1.8373033448597372e-05,3.0366445756898956e-05,,,2.9803172005240243e-06,3.021789248524619e-06,,,5.614303461439733e-05,,1.954140421853934e-05,1.2843817495151033e-05,,1.1218192948323514e-05,,,,1.2023174078755681e-05,,9.353414089632441e-06,1.3933030633562722e-05,9.24546190129516e-06,1.6303958477098857e-05,6.865651768959204e-05,6.672808561739579e-06,3.204016348218215e-05,3.1362024049742736e-05,2.0372480879935028e-05,3.6250771130369784e-05
MYO19;MYOHD1,,1.4834372204361916e-05,,,,,,,1.3867989024738817e-06,9.77030613236709e-07,1.479208146436108e-06,3.87325510633043e-06,,,,,,,4.659414401748372e-06,7.826865210432294e-06,2.9376835964615453e-06,5.6520388079116905e-06,1.7965730849575295e-06,2.8465653700792217e-06,3.4319471548986006e-06,1.1683194674213215e-05,3.2622261192017377e-06,,,,3.485018465111043e-06,1.8945973210533654e-06,
DREG;GPR126;VIGR,4.878630070799537e-06,,1.7259737425129277e-05,,,,,,,,,,9.050777388655322e-06,,5.979402219491494e-06,,,,,,,8.169399512819112e-05,5.0111556112909434e-05,2.753227898631908e-05,4.042291160898106e-05,7.274574791205685e-05,3.147248683880792e-05,,,,,,
GMIP,,,,,,,,,,,,,,,,1.2580969972655359e-05,,,,,,,,,,2.066110825861338e-06,3.2153929899753424e-06,,1.0712175159961596e-06,,,,
IRAK4;hCG_39494,6.655380476085134e-06,,,1.6880826736862825e-05,,7.731610422865007e-06,,5.530040850470055e-06,4.503161154026422e-06,5.051881694552205e-06,,8.70640974175856e-06,,,,1.999705890078837e-05,2.7801462663680232e-05,,1.1143569800022107e-05,,,7.550316118014086e-06,1.494778660036708e-05,1.467669136683772e-05,,,5.6477447508905764e-06,1.1256302918927902e-05,,,3.475850458406224e-06,3.2325103111598802e-06,
RPS19;hCG_1995572,0.00042821797001233,0.0004677213252539957,6.378391677867084e-05,0.00034768800841352993,0.0004293770873671341,0.00030604829392864716,0.00028084718843503947,0.00037800917355348685,0.00036855175982002315,0.00047594215385487175,0.0006606026171739116,0.0003958358293441472,0.0003017010927628216,0.00041868470922393956,0.00042427629558464445,0.00037631031753812625,0.0005475057003656018,0.00018061670095259247,0.0003869994410006674,0.0003160624153972089,1.1418998561287983e-05,0.0003413973416880833,0.00029176882679647306,0.0003370351228800184,0.0006391497037595215,0.0004661187931126723,0.0005251774384689905,0.0005677220625518396,0.000588828287424552,9.017034334719423e-06,0.0004717436723206937,0.0006564050579750195,0.0003487797398171729
KSR;KSR1,2.6137490522618765e-06,,,,,,,,,,,,,,,,,,3.170402032198285e-05,,,,,,,,,,,,,,
API1;BIRC2;IAP2;MIHB;RNF48,,4.43597583388116e-06,,9.245825920831996e-06,2.6412278360619376e-05,2.8733793271696165e-05,3.862789840558549e-06,6.785695064939753e-06,7.649683893981277e-06,,,3.913876359999949e-06,,,,,,,2.6032887266973886e-06,6.37498041268972e-06,,,3.2469820599159656e-06,6.442065877093878e-06,,2.2175356645156065e-06,,7.4719296095553865e-06,3.5929292501833065e-05,4.69966306911893e-06,,7.984209405727159e-06,6.23040458391673e-06
EFA6R;HCA67;KIAA0942;PSD3;hCG_28251,,,,2.086736979514295e-05,1.3518324451649648e-05,2.02272556203391e-05,,,4.929711333615808e-06,,,,,,,,,,,,,,,,,,,,,,,,6.729476011897625e-06
C1orf55,,,1.4960192589712611e-05,,,,,,8.434308639996821e-07,,,,,,1.3663840012930294e-06,,,,,,,1.3122728241821529e-05,,,,,,,,,3.5554295982896026e-06,,
MOSPD2,1.6198428690156334e-05,2.016337241466199e-05,,2.9039872973761212e-05,5.242975951335309e-05,4.879619552672063e-05,1.825274054398026e-05,1.957132998379449e-05,1.2365010494082653e-05,1.9160911794734028e-05,4.261301764991924e-05,1.564411868542667e-05,7.727835755852085e-06,,,2.2304583903884487e-05,,2.4173130990351816e-05,,,3.2576544713768406e-06,1.2782333226988018e-05,9.234106712239385e-06,1.146223113270011e-05,1.2026786237997843e-05,1.0744435752118317e-05,1.0284260306464648e-05,,,,1.603699831295383e-05,,9.11994563302811e-06
CGI-64;MTCH1;PSAP;UNQ1871/PRO4314;PIG60;RP1-90K10.1-007,1.0985197979527252e-05,1.1832000287804438e-05,,1.8321528915654085e-05,3.713093331388764e-05,7.712673785255752e-06,1.4168245729330778e-05,,1.2462509124170425e-05,2.7057157622556356e-05,1.3815839837200286e-05,1.5424571289896615e-05,3.5303916169749126e-05,7.990079496783657e-05,3.5696182088615865e-05,2.6774484985376052e-05,,2.7515278023501275e-05,,,4.761787583382153e-05,1.842451799740507e-05,1.5517790670314602e-05,1.6590602637574417e-05,1.7061907847158273e-05,2.5953421098692744e-05,1.8286056638618143e-05,,,,2.7630776091068508e-05,2.8279512521624877e-05,1.3504305350197723e-05
RAC2;hCG_1811995;RP1-151B14.8-007;RP1-151B14.8-004;RP1-151B14.8-003,,,,,,,,,,,,,,,,0.00027747325306164535,0.00038851934259173714,0.00028946423078177235,,,,,,,,,,,,,,,
MLKL;DKFZp667E1714,5.768805390291621e-06,6.692727944632925e-06,,,,,,,,1.683961552516964e-05,9.346678188652077e-06,1.5018138394578818e-05,,,,,,1.924256248223708e-06,,,,,,,7.479035453731369e-06,1.0636398823040105e-05,7.436336960536852e-06,,,,,,
CDV1;IFT81,2.2122687689259758e-05,1.928235932119617e-05,,7.854557301092484e-06,,6.839745822808673e-06,2.424655715673518e-05,9.758416255400984e-06,2.4270431032192404e-05,,,1.5012088018888795e-06,,,,,,,,,,1.1482200737026493e-05,2.7914373753148006e-05,6.841481574223569e-06,,,,,,,,,
PARIS1;TBC1D2;TBC1D2A;hCG_29947;pp8997;RP11-404F11.2-001;RP11-404F11.2-003;DKFZp761D1823;RP11-404F11.2-006,,2.0524196858489757e-05,,5.817169418784673e-05,5.093987391573674e-05,1.7073633821315084e-05,,,,3.840530086089145e-05,2.8585861812352037e-05,3.632177820361111e-05,,,,,,1.0345057417024609e-05,,,,,,,,2.422013799923049e-05,6.91275333817901e-06,,,,1.8931720474535797e-05,,1.4639264221639927e-05
UNQ484/PRO983;VAPB;hCG_26693,9.260168480447096e-05,3.1880063043592326e-05,0.0002822923989648531,0.00010542114098935485,0.00011308001714936348,0.0001506828975508131,0.00011162181513513285,4.448917368033964e-05,4.306837534147197e-05,8.986574347452144e-05,6.261008450380708e-05,9.033313905088191e-05,0.0002389713754166456,0.00016795660998932668,0.00012564487202142608,4.1603045693848866e-05,,8.093342236329933e-05,0.00016808127651070636,8.424378182585239e-05,0.00014164231564922392,0.00018556545683716177,0.00018199685746053573,0.00019146489664278457,0.00043235709679360045,0.00044160970930413515,0.00033482051541181435,0.00017873712660863703,0.00011248268263393466,1.1193082978724216e-05,0.00016029319428877755,0.00016776251139941396,0.0001171445934155239
H1FX,3.524486799804282e-05,5.218830256291008e-05,0.00037565414430823225,1.3732313588746446e-05,6.450403251084433e-06,9.623143518449084e-06,4.067991909384306e-05,3.652593479203593e-05,7.511358481324423e-05,1.713630453909846e-05,1.678387706937049e-05,2.8325859854942796e-05,2.4261680720760898e-05,2.491845435330183e-05,4.1872488147564323e-05,0.00015053002224475886,0.0001523156910512976,8.210051954745914e-05,8.547957175183867e-06,2.8975894700202766e-05,2.8219415768551344e-05,9.307287623279056e-05,9.645592030766613e-05,7.916353181215455e-05,0.00014437918699826624,0.00015335311896880733,6.822790885309848e-05,1.965516852755158e-05,2.7370874000344286e-05,2.1792031769452358e-05,5.504832178534211e-05,6.241930358029897e-05,9.025457995923472e-05
FBXO38;SP329,,,,,,2.582920046092839e-06,,,1.5028979403797628e-06,,,6.456305944822288e-06,,,1.022863704549051e-05,,,1.2815274273523925e-05,,,,,,,,,,,,,,,
CAM2;CAMK2B;CAMKB;tcag7.799,,,,,,,,,5.081202338376083e-07,,,,,,,,,,,,,,1.7926557112749848e-05,,,,,,,,,,
IRS2;irs-2,9.242530413787037e-06,1.9816053748744294e-05,,,1.131326254081338e-05,1.3808037659805127e-05,1.4093344905086236e-05,2.676851872011733e-05,2.5622381265419727e-05,1.4076742673005043e-05,2.378840314576433e-05,5.051497031396619e-05,,,,,,,,,,,,,,,,,,,,,
nan,4.146311138359242e-05,2.4747262872759556e-05,0.00015634578754110263,3.866087796260582e-05,1.655388240257062e-05,2.3768838667782428e-05,6.871286872936401e-05,7.179998267588887e-05,6.668735450978293e-05,9.813279570891258e-05,7.887135280812806e-05,5.053195516133967e-05,3.167129949926845e-05,2.13376752130435e-05,3.257442574814648e-05,7.869535988573416e-05,0.00021511943333357738,4.5381715139842796e-05,6.240111325595632e-05,7.145799965887914e-05,1.7073950509293145e-05,3.904937930770033e-05,2.0747696625918283e-05,1.689196456195589e-05,3.6459490215717836e-05,2.197994560401182e-05,2.642987204604575e-05,3.423148753636192e-05,4.1392977310600014e-05,1.592061071868258e-05,3.446347640316236e-05,3.6128332639201743e-05,1.9738959199938224e-05
AGMX1;ATK;BPK;BTK;BTK kinase deficient isoform 4;BTK kinase deficient isoform 2;hCG_20400;RP1-164F3.2-007,,,,,,,,,,,,,,,,,,,0.0001135610338638816,5.5563405344952024e-05,0.00021805347804129227,,,,,,,,,,,,
DKFZp434G0572;C21orf106;DIP2;DIP2A;KIAA0184,,,,,,,,,2.331333956172151e-06,,,,,,,,,,3.816992773329959e-06,,,,,,,,,,,,,,
MADH3;SMAD3,7.487052670576355e-06,,4.173363221634548e-05,3.709289347811543e-05,,2.9807390887680762e-05,,,,,,,,,,,,2.8391079475187355e-06,9.963302990717354e-06,,,,,,,,,,,,6.053981416766473e-06,,5.68808724890432e-06
C10orf137;EDRF1;RP11-383C5.6;RP11-383C5.6-001,4.929636406526401e-06,5.212957347686395e-06,,,,2.319417677687034e-06,9.594030184665497e-06,9.328897888892031e-06,5.2322259362235935e-06,,,,,,,,,3.285586500218763e-06,,,,,,,,5.108878958053568e-06,7.133030164717087e-06,,,,6.524542787050678e-06,,6.740750449818131e-06
DPY19L1;GA0500;KIAA0877,4.8943372132453584e-05,5.2308127247324285e-05,,7.011431772868935e-05,7.678101796016203e-05,4.631033929227454e-05,6.44881740831151e-06,1.3169653222283741e-05,4.411461458393816e-06,7.574712812464872e-06,7.527682442164148e-06,1.9190712626956276e-06,1.7368962727125722e-05,1.7088663591759487e-05,1.908832269574787e-05,1.188691414085625e-05,,5.535589863844306e-06,,,,,,,4.643587056377437e-06,4.3376910194017855e-06,5.784036975525688e-06,8.31903156030724e-06,1.2138937222059285e-05,,1.2297110725332395e-05,2.6746620697803747e-05,3.3893018554264105e-05
C14orf145;C14orf61,,,,,,3.947216638966088e-06,1.4136213004743703e-06,,1.8156096789264001e-06,,,,,,,2.2950710024015837e-06,,2.373181233684424e-05,,,,,,,,,,,,,,,
